question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
34,local,3,character,,Who wished to marry the princess?,explicit,an envious wizened,,,,,,
35,summary,"3,4",action,,What was Tom's business?,explicit,make the beautiful princess laugh three times,,,,,,
36,local,4,action,,What did the red-headed fellow say Tom wanted?,explicit,to make hares of the king's best men,,,,,,
37,local,4,outcome resolution,,What happened after the princess saw Tom fight the men?,explicit,The princess was so amused that she let a great sweet laugh out of her that was heard all over the yard.,,,,,,
38,local,4,feeling,,How did the king feel when Tom made the princess laugh?,explicit,glad,sorry,,,,,
39,summary,"4,5",outcome resolution,,What happened after Tom said he quartered of the princess?,explicit,"There was no more fighting that day, and Tom was invited to dine with the royal family.",,,,,,
40,local,5,action,,What did Redhead say the wolf used to do?,explicit,"used to be serenading (sauntering) about the walls, and eating people and cattle",,,,,,
41,local,5,action,prediction,What will the Redhead send to show Tom where the wolf lives?,explicit,a jackeen,,,,,,
42,local,5,feeling,,How did the princess feel about Tom?,explicit,not well pleased,,,,,,
43,local,5,causal relationship,,Why did the princess feel not well pleased?,explicit,"Tom looked a different person with fine clothes and a nice green birredh over his long, curly hair; and besides, he'd got one laugh out of her.",,,,,,
44,local,5,setting,,Where was the wolf walking?,explicit,in the palace yard,,,,,,
45,local,5,setting,,"Where were the King, Queen, and princess safe?",explicit,up in their gallery,,,,,,
46,local,5,causal relationship,,Who was Gilla na Chreck an Gour?,explicit,Tom,,,,,,
47,local,5,outcome resolution,prediction,What will happen when Gilla na Chreck an Gour gets rid of the wolf?,explicit,He must have all the king's daughter.,,,,,,
48,local,5,outcome resolution,action,What did Tom do after he pulled out his flute?,explicit,He began to play like vengeance.,,,,,,
49,local,5,action,,What was the wolf obliged to do?,explicit,get on his hind legs and dance Tatther Jack Walsh along with the rest.,,,,,,
50,local,5,character,,Who was shut out along with the rest?,explicit,Redhead,,,,,,
51,summary,"5,6",character,,Who had his eyes on Redhead?,explicit,the wolf,,,,,,
52,local,6,character,,Who did the wolf keep his eyes on?,explicit,Redhead,Tom,,,,,
53,local,6,causal relationship,,Why did the wolf keep his eyes on Tom?,explicit,to see if Tom would give him leave to eat him,,,,,,
54,local,6,causal relationship,,Why was the wolf roaring?,explicit,He was ready to drop out of his standing from fair tiresomeness.,,,,,,
55,local,6,causal relationship,,Why did the princess give another great laugh?,explicit,There was no fear of anyone being kilt.,She was so divarted by the stew that Redhead was in.,,,,,
56,local,6,action,,What did the king order Tom to do?,explicit,put away that divel of a wolf,,,,,,
57,local,6,setting,,Where did Tom tell the wolf to go?,explicit,mountains,,,,,,
58,local,6,outcome resolution,,What did Tom do after he told the wolf to go back to the mountains?,explicit,"He said no more, but spit in his fist, and gave a flourish of his club.",,,,,,
59,local,6,character,,Who did not laugh during dinner?,explicit,the foxy fellow,,,,,,
60,local,7,action,,What did Redhead nudge Tom about?,explicit,how shabby it would look to reneague the adventure,,,,,,
61,local,7,setting,,Where did many bad women live?,explicit,through a street,,,,,,
62,local,7,action,outcome resolution,What did Tom do before he knocked at the gates?,explicit,rubbed himself over with the greenish ointment,,,,,,
63,local,7,outcome resolution,,What happened after Tom knocked at the gates?,explicit,"a hundred little imps popped their heads out through the bars, and axed him what he wanted",,,,,,
64,local,7,character,,Who did Tom want to speak to?,explicit,the big divel of all,,,,,,
65,local,7,action,,What was Tom's business with the Ould Boy?,explicit,the loan of that flail that he saw hanging on the collar-beam for the King of Dublin to give a thrashing to the Danes.,,,,,,
66,local,7,causal relationship,,Why didn't the Ould Boy refuse Tom's request?,explicit,Tom walked so far.,,,,,,
67,local,8,action,,What did the young devil do while some were barring the gates?,explicit,climbed up and took down the iron flail that had the handstaff and booltheen both made out of red-hot iron,,,,,,
68,local,8,action,,What did the little vagabond think about?,explicit,how it would burn the hands off of Tom,,,,,,
69,local,8,outcome resolution,,What happened after one fellow tried to seize the flail?,explicit,"Tom gave him such a welt of it on the side of his head that he broke off one of his horns, and made him roar like a divel as he was.",,,,,,
70,local,8,causal relationship,,Why was there such running and racing at home?,explicit,to see Tom and the flail,,,,,,
71,local,9,action,,What did Tom bade no one to do?,explicit,touch the fiail,,,,,,
72,local,9,outcome resolution,,What happened after Tom told his story?,explicit,"He laid down the flail on the stone steps, and bid no one for their lives to touch it.",,,,,,
73,local,9,causal relationship,,Why did Redhead touch the flail?,explicit,to make an end of Tom,,,,,,
74,local,9,outcome resolution,,What happened after Redhead's fingers hardly touched the flail?,explicit,"He let a roar out of him as if heaven and earth were coming together, and kept flinging his arms about and dancing that it was pitiful to look at him.",,,,,,
75,local,9,causal relationship,,Why did everyone laugh?,explicit,"The poor fellow, between the pain that was only just gone, and the comfort he was in, had the comicalest face that ever you see.",,,,,,
76,local,9,action,outcome resolution,What did the princess do after she laughed?,explicit,She came over to Gilla and put her two delicate hands into Tom's two rough ones.,,,,,,
77,local,10,action,,What did the early risers find the next morning?,explicit,two long clefts in the stone where it was,,,,,,
78,local,10,feeling,,How did the Danes feel when they heard the story of the flail?,explicit,frightened,,,,,,
79,local,10,causal relationship,,Why did the Danes' ship sail away?,explicit,They heard of the flail coming into Dublin.,,,,,,
80,local,10,character,,"Who taught Gilla the ""principles of politeness?""",explicit,Pat Mara of Tomenine,,,,,,
81,local,1,causal relationship,,Why did the widow call her son a thief?,implicit,He didn't do any good at six-feet and over nineteen years.,He was lazy.,He did not help his mother.,,,,
82,local,1,causal relationship,,Why did Tom spare the joiant?,implicit,He wanted the club.,The joiant asked Tom to spare his life.,The joiant promised to give him the club in exchange for his life.,,,,
83,local,1,prediction,feeling,How will the joiant feel when Tom spares him?,implicit,thankful,relieved,content,,,,
84,local,2,causal relationship,,Why could Tom gather sticks without giants or fairy men coming to disturb him?,implicit,There were no more giants.,The beautiful boy with three heads was the last giant.,Tom defeated all of the giants.,,,,
85,local,2,causal relationship,,Why did Tom set off to Dublin?,implicit,He wanted to make the King of Dublin's daughter laugh.,He wanted the King of Dublin's daughter's hand in marriage.,,,,,
86,summary,"2,3",action,prediction,What will Tom do when he goes to Dublin?,implicit,try to make the King of Dublin's daughter laugh,look for the King of Dublin's daughter,visit the King of Dublin's castle,,,,
87,local,3,causal relationship,,Why did the princess not smile when she was in the gallery?,implicit,Nothing amused her.,She did not find anything interesting.,She was bored.,,,,
88,local,3,causal relationship,,Why did the guards laugh at Tom instead of letting him through?,implicit,Tom looked funny.,They did not think Tom could make the princess laugh.,They could not believe Tom wanted to make the princess laugh.,,,,
89,local,3,feeling,prediction,How will the guards feel when Tom attacks them?,implicit,scared,afraid,intimidated,,,,
90,summary,"3,4",causal relationship,,Why didn't the wizend like Tom?,implicit,The princess looked fondly at Tom.,The wizend wanted to marry the princess.,The wizend had to compete with Tom.,,,,
91,local,4,causal relationship,,Why did the fellows gather around Tom?,implicit,They wanted to fight Tom.,They did not want Tom to make the princess laugh.,They did not like Tom.,,,,
92,local,4,causal relationship,,Why didn't the king know if he should be glad or sorry?,implicit,Someone finally made the princess laugh.,Tom won the challenge.,He was afraid of Tom.,,,,
93,summary,"4,5",prediction,action,What will the king do after Tom makes the princess laugh?,implicit,make Tom his son-in-law,allow Tom to marry his daughter,invite Tom to dine with the royal family,,,,
94,summary,"2,5",causal relationship,,Why did everyone dance?,implicit,Tom was playing the flute.,No one could help dancing when the fife was played.,The music was joyful to dance to.,,,,
95,summary,"5,6",prediction,,How will the wolf feel dancing for so long?,implicit,tired,unhappy,exhausted,,,,
96,local,6,causal relationship,,Why was the wolf never seen in Dublin again?,implicit,Tom gave him a warning.,He did not want to be hurt by Tom.,,,,,
97,summary,"4,5,6",causal relationship,,Why did Redhead put so many challenges against Tom?,implicit,to get rid of Tom,so he could have a chance with the princess,so that Tom would not make the princess laugh,,,,
98,local,6,causal relationship,,Why did the princess rather never be Tom's wife than to see him in danger?,implicit,She did not want Tom to fight the Danes.,She did not want Tom to get hurt.,She feared Tom would die.,,,,
99,summary,"4,5,6",prediction,,How will Redhead feel when he sees Tom succeed in every challenge?,implicit,jealous,envious,angry,,,,
100,local,7,causal relationship,,Why did Tom have to go to Hell to get the flail?,implicit,Redhead directed Tom there.,The flail was powerful.,Tom had to get rid of the Danes.,,,,
101,summary,"7,8",causal relationship,,Why did the Ould Boy wink at the young imp?,implicit,He wanted the imp to trick Tom.,He wanted to do harm to Tom.,He wanted the imp to find a way to hurt Tom.,,,,
102,local,7,causal relationship,,Why did the ould thief let Tom go?,implicit,Tom defeated his men.,Tom was powerful with the flail.,He did not want to make trouble with Tom.,,,,
103,summary,"7,8",prediction,,What will the Ould Boy do when Tom gets the flail?,implicit,trick Tom,order the imps to attack Tom,,,,,
104,local,9,causal relationship,,Why did the princess put her hands into Tom's hands?,implicit,He made her laugh three times.,She loved him.,He won the challenge.,,,,
105,local,10,causal relationship,,Why would Tom not bring the flail to the palace?,implicit,It was powerful.,It was to be used against the Danes.,Only he could touch it.,,,,
106,local,10,causal relationship,,Why didn't anyone go near the flail?,implicit,Nobody wanted to be hurt like Redhead.,It was dangerous to use.,Only Tom could touch it.,,,,
