question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
40,local,12,outcome resolution,,What happened after Manawyddan went to reap the wheat?,explicit,found nothing but the bare straw,,,,,,
41,local,12,causal relationship,,Why did Manawyddan hide himself and wait?,implicit,He wanted to see who took his crops.,He needed to see who was taking his corn and wheat.,,,,,
42,local,13,action,,What did Manawyddan see at midnight?,explicit,a mighty host of mice,,,,,,
43,local,13,action,,What did Manawyddan do after he saw one lingering mouse?,explicit,"seized it by the tail, and put it in his glove, and tied a piece of string across the opening of the glove",,,,,,
44,local,14,action,,What did Manawyddan show Kieva?,explicit,how fields of corn had been wasted,,,,,,
45,local,15,action,,What did Kieva tell Manawyddan to do with the mouse?,explicit,"Do not meddle with it, but let it go.",,,,,,
46,local,13,feeling,,How did Manawyddan feel after he saw the mice eating his crops?,implicit,angry,mad,upset,,,,
47,local,16,character,,Who did Manawyddan see coming towards him?,explicit,a scholar,,,,,,
48,local,16,action,,How many years has it been since Manawyddan saw a man or beast in this place?,explicit,seven years,,,,,,
49,summary,"15, 17",character,,How were the scholar and Kieva similar?,implicit,They both wanted Manawyddan to let go of the mouse.,They both did not want Manawyddan to hurt the mouse.,,,,,
50,local,18,action,,What did the priest want to do after he saw the mouse?,explicit,purchase its freedom,,,,,,
51,summary,"17, 19",character,,How were the priest and scholar similar?,implicit,They both wanted to buy the mouse's freedom.,They both offered money to save the mouse.,,,,,
52,local,20,character,,Who had a great following and horses bearing huge packs?,explicit,a bishop,,,,,,
53,local,21,causal relationship,,Why did the bishop offer money to Manawyddan?,implicit,He wanted to save the mouse.,He wanted to set the mouse free.,,,,,
54,local,21,action,,What did the bishop offer to Manawyddan after he refused the money?,explicit,all the horses and the seven loads of baggage,,,,,,
55,local,22,action,,What did Manawyddan want the bishop to do?,explicit,The spell must be taken off Rhiannon and Pryderi.,The charm that has been cast over all his lands must be taken off.,,,,,
56,summary,"21, 23",causal relationship,,Why did the bishop want to save the mouse?,explicit,She was his wife.,,,,,,
57,local,24,causal relationship,,Why did the bishop decide to break the spell he casted?,implicit,Manawyddan took his wife.,Manawyddan was about to kill his wife.,,,,,
58,local,25,causal relationship,,Why didn't Manawyddan immediately set the bishop's wife free?,implicit,He wanted the bishop to fulfill his promises first.,He wanted to make sure the bishop brought back Pryderi and Rhiannon.,,,,,
59,local,26,feeling,,How did Manawyddan feel after he saw Pryderi and Rhiannon again?,implicit,happy,excited,joyful,,,,
60,local,27,action,,What did Manawyddan see after the bishop released the spell?,explicit,"saw growing in the fields, and cows and sheep grazing on the hill-side, and huts for the people to dwell in",,,,,,
