question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
65,local,17,outcome resolution,,What happened after the seven men rose up to leave?,explicit,He caught up one of the three poisoned darts that lay beside him and flung it in their midst.,,,,,,
66,local,17,action,,What did Bedwyr do after Yspaddaden flung a poison dart at the seven men?,explicit,"saw and caught it, and flung it back so hard",,,,,,
67,local,17,outcome resolution,,What happened after Bedwyr flung the poison dart back at Yspaddaden?,implicit,Yspaddaden was in pain.,Yspaddaden was poisoned.,,,,,
68,local,17,feeling,,How did Yspaddaden feel after the poison dart pierced his knee?,implicit,angry,mad,furious,,,,
69,local,18,setting,,Where did the seven men go after they met Yspaddaden?,explicit,the house of Custennin the herdsman,,,,,,
70,local,18,action,,What did Yspaddaden do after the seven men came back?,implicit,take counsel with the great grandmothers and great grandfathers,discuss with the great grandmothers and great grandfathers,,,,,
71,local,18,outcome resolution,,What happened after Yspaddaden flung the second dart at the seven men?,explicit,"Menw caught it, and flung it at him, and wounded him in the chest.",,,,,,
72,local,18,feeling,,How did Yspaddaden feel after the poison dart hit his chest?,implicit,angry,mad,upset,,,,
73,local,19,action,,What did Yspaddaden do on the third day?,explicit,took the third poisoned dart and cast it at them,,,,,,
74,local,19,causal relationship,,Why didn't Yspaddaden throw another dart after the third day?,implicit,He only had three darts.,He ran out of darts.,,,,,
75,local,20,action,,What was the first thing Yspaddaden asked in exchange for marrying his daughter?,explicit,wheat,,,,,,
76,local,21,action,,What was the second thing Yspaddaden asked Kilweh to do?,explicit,sow fresh flax in the ground that his daughter may wear a veil spun from it on the day of her wedding,,,,,,
77,local,22,action,,What was the third thing Yspaddaden asked Kilweh to do?,explicit,bring him the basket of Gwyddneu Garanhir,,,,,,
78,local,22,causal relationship,,Why did Yspaddaden want the basket of Gwyddneu Garanhir?,explicit,It is for his wedding feast.,,,,,,
79,local,22,causal relationship,,"Why was it hard to obtain the comb, scissors, and razor from Trwyth the boar?",explicit,"Trwyth the boar would not let any man take from him the comb and the scissors, unless Drudwyn the whelp hunted him.",,,,,,
80,local,22,action,,What did Kilweh need to obtain to control Drudwyn?,explicit,"the leash of Cant Ewin, and the collar of Canhastyr",,,,,,
81,local,24,setting,,Where did the seven men stop during their second part of their journey?,explicit,the largest castle in the world,,,,,,
82,local,24,character,,Who owned the largest castle in the world?,explicit,Gwrnach the giant,,,,,,
83,local,24,causal relationship,,Why didn't the porter allow the seven men into the castle?,implicit,The porter only allowed a craftsman to go in.,The seven men were not craftsmen.,,,,,
84,local,25,causal relationship,,Why did the porter consider letting in Kai?,implicit,He said he was a burnisher of sowrds.,He mentioned he was a good burnisher.,,,,,
85,local,26,causal relationship,,Why did Gwrnach allow Kai in?,explicit,His sword stands much in need of polishing.,,,,,,
86,local,27,feeling,,How did Gwrnach feel after he saw Kai's skill?,implicit,surprised,astonished,amazed,,,,
87,summary,"26, 28",prediction,feeling,How will Gwrnach feel after Kai finished polishing his sword?,explicit,content,,,,,,
88,local,28,action,,How did Kai trick Gwrnach?,implicit,He asked to fix the giant's scabbard.,He struck the giant with the scabbard he gave him.,,,,,
89,local,29,action,,What did the seven men need to do after they came back to Arthur's palace?,explicit,"set out on the quest for Mabon the son of Modron, and Gwrhyr",,,,,,
90,local,29,setting,,Where did the seven men go to find Mabon?,explicit,the nest of an ousel,,,,,,
91,local,29,action,,What did the ousel do after Gwrhyr spoke to it?,implicit,guided them to the race of beasts,took them to a race of beasts who might know about Mabon,,,,,
92,local,30,character,,Who did the ousel ask for help?,explicit,the stag,,,,,,
93,local,30,outcome resolution,,What happened after the the stag asked the owl about Madon?,implicit,The owl did not know.,The owl could not help.,,,,,
94,local,32,character,,Who knew how to find Madon?,explicit,Salmon of Llyn Llyw,,,,,,
95,summary,"32, 33",setting,,Where was Mabon kept?,explicit,the prison,,,,,,
96,local,33,feeling,,How did Mabon feel while he was trapped in the prison?,implicit,sad,upset,,,,,
97,local,34,outcome resolution,,What happened after the seven men found Mabon?,explicit,"They sent a messenger to Arthur to tell him that Mabon was found, and he brought all his warriors to the castle of Gloucester and fell fiercely upon it.",,,,,,
98,local,34,causal relationship,,Why did the ants give Hwythyr the nine bushels of flax seed which Yspaddaden Penkawr required of Kilweh?,implicit,He saved the ants.,He saved them from the fire.,,,,,
99,local,35,action,,How did the knights snatch the razor and scissors from Trwyth?,explicit,caught his feet unawares and plunged him into the water,,,,,,
100,local,36,outcome resolution,,What happened after Kilweh won Olwen?,explicit,Arthur's hosts returned each man to his own country.,,,,,,
