question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
28,local,5,causal relationship,,Why did the women want the girl's pumpkins?,explicit,The women said that no pumpkins were as sweet as these.,,,,,,
29,local,6,character,,Who had heard all about the pumpkin tree?,explicit,her brother's wife,,,,,,
30,local,6,action,,What did the girl do after the slave asked for a pumpkin?,explicit,gathered the largest and the ripest that was there,,,,,,
31,local,6,causal relationship,,Why did the brother's wife want to eat more pumpkins?,explicit,It was the nicest she had ever eaten.,,,,,,
32,local,6,action,,What did the brother's wife do after she ate one pumpkin?,explicit,"thought of nothing else, and early in the morning she called another slave and bade him go and ask for another pumpkin",,,,,,
33,local,6,causal relationship,,Why didn't the girl give another pumpkin to the brother's wife?,explicit,They were all eaten.,,,,,,
34,summary,"6, 7",feeling,,How did the brother's wife feel after she could not eat another pumpkin?,implicit,sad,upset,disappointed,,,,
35,local,7,causal relationship,,Why was the brother's wife in tears?,implicit,She could not get another pumpkin to eat.,The girl did not give her another pumpkin.,,,,,
36,local,7,feeling,,How did the brother feel after he saw his wife in tears?,implicit,mad,angry,furious,,,,
37,local,7,action,,What did the brother plan to do after his sister did not give his wife more pumpkins?,explicit,pull up the pumpkin tree,,,,,,
38,local,8,action,,What did the sister say after the brother asked her why she refused to sell pumpkins to his wife?,explicit,"The old ones were finished, and the new ones were not yet come.",,,,,,
39,local,8,action,,How many pumpkins did the sister have when the slave arrived two days ago?,explicit,four,,,,,,
40,local,8,causal relationship,,Why didn't the brother believe his sister after she said she did not have more pumpkins?,implicit,He believed she sold them.,He thought she gave them to other people.,,,,,
41,local,8,causal relationship,,Why didn't the sister have a home to go to?,explicit,"He went into the house and took away everything he could find, and sold the house to a friend of his who had long wished to have it.",,,,,,
42,local,8,action,,How did the sister take care of her wounded arm?,explicit,"bathed her arm carefully, and bound on it some healing leaves that grew near by, and wrapped a cloth round the leaves, and went to hide in the forest",,,,,,
43,local,8,setting,,Where did the sister go to hide?,explicit,in the forest,,,,,,
44,local,8,causal relationship,,Why did the girl go into the forest?,implicit,She did not want to meet her brother again.,Her brother took everything away from her.,,,,,
45,local,9,action,,What did the girl long for?,explicit,a draught of milk from a gourd,,,,,,
46,local,9,causal relationship,,Why did the girl wanted a draught of milk from a gourd?,explicit,"There were no streams in that part, and she was very thirsty.",,,,,,
47,local,9,causal relationship,,Why did the girl sleep in the trees?,explicit,so that neither lions nor tigers nor panthers might get at her,,,,,,
48,local,9,action,,What did the girl eat in the forest?,explicit,only the fruit that hung from the trees above her,,,,,,
49,local,9,causal relationship,,Why was the king's son in the forest?,explicit,to shoot birds,,,,,,
50,summary,"9, 10, 11",feeling,,How did the girl feel after she had to live in the forest?,implicit,sad,upset,,,,,
51,local,10,causal relationship,,Why did the king's son believe it was raining?,implicit,The girl was crying.,The girl cried above him.,,,,,
51,local,10,action,,What did the king's son do after he wondered why the girl was crying?,explicit,climbed up the tree,,,,,,
52,local,10,causal relationship,,Why did the king's son rest in the forest?,explicit,He was tired and bade them leave him to rest.,,,,,,
53,local,11,action,,What did the prince do every month with his friends?,explicit,shoot birds in the forest,,,,,,
54,local,11,causal relationship,,Why did the girl cry in the forest?,implicit,She faced a lot of obstacles after her parents' deaths.,She had a lot of issues after her parents died.,,,,,
55,local,12,action,,How did the prince convince the girl to come down from the tree?,implicit,He had a litter to hide her from others.,He got a litter so people could not see her.,,,,,
56,local,12,action,,What did the prince tell his slave to do?,explicit,"go quickly into the town, and bring back with him four strong men and a curtained litter",,,,,,
57,local,12,action,,What did the girl do after the man was gone?,explicit,"climbed down, and hid herself on the ground in some bushes",,,,,,
58,summary,"12, 13",causal relationship,,Why did the prince make his attendants leave?,implicit,The girl did not want anyone to see each.,The girl did not want to come down unless no one saw her.,,,,,
59,local,13,action,,What did the prince do after her attendants were out of sight?,explicit,"bade the girl get into the litter, and fasten the curtains tightly",,,,,,
60,summary,"12, 13",causal relationship,,Why did the prince pretend he was unwell?,implicit,He was hiding the girl in the litter.,He did not want the attendants to know about the girl.,,,,,
61,local,14,feeling,,How did the queen and king feel after they heard the prince was unwell?,implicit,concerned,worried,,,,,
62,local,14,setting,,Where did the prince and the girl return to?,explicit,the king's palace,,,,,,
63,local,14,action,,What did the prince ask for from his mother and father?,explicit,some gruel,,,,,,
64,local,15,causal relationship,,Why did the king and queen accept the prince's request?,explicit,They could not bear to say 'No' to their son.,,,,,,
65,summary,"14, 15",causal relationship,,Why did the prince try to soften his parents' heart?,implicit,He wanted their approval to marry the girl.,He needed them to approve his proposal to the girl.,,,,,
66,local,14,action,,What did the prince declare the next day?,explicit,He felt better.,,,,,,
67,summary,"14, 15",causal relationship,,Why was the prince worried his parents would not allow his marriage with the girl?,implicit,She had only one hand.,She lost one hand.,,,,,
68,local,15,feeling,,How did the girl feel after she was allowed to marry the prince?,implicit,happy,glad,grateful,,,,
69,local,15,action,,What did the girl do in return for the kindness shown to her?,explicit,was so useful and pleasant to her husband's parents,,,,,,
70,local,15,action,,What did the king and queen want to do after the prince asked for their approval for his marriage?,explicit,"told him it should be as he chose, and that the wedding feast should be prepared immediately",,,,,,
71,local,15,outcome resolution,,What happened after the girl and the prince got married?,explicit,A baby was born to her.,,,,,,
72,local,15,causal relationship,,Why was the prince sent on a journey by his father?,explicit,"to visit some of the distant towns of the kingdom, and to set right things that had gone wrong",,,,,,
73,local,15,character,,"Who had wasted all the riches his wife had brought him in recklessness and folly, and was now very poor?",explicit,the girl's brother,,,,,,
74,local,15,action,causal relationship,How did the brother know his sister got married to a prince?,implicit,He overheard a man talking about her.,He heard a man talk about his sister.,,,,,
75,local,15,action,,How did the brother know the woman who married to the prince was his sister?,implicit,The man said the woman had one hand.,The man said the prince found her in the forest.,,,,,
76,local,16,feeling,,How did the brother feel after he knew his sister got married to the prince?,implicit,jealous,envious,mad,,,,
77,local,16,causal relationship,,Why was the brother angry at his sister after he heard she was doing well?,explicit,The girl whom he had tried to ruin being after all so much better off than himself.,,,,,,
78,local,16,setting,,Where did the brother go to after he heard about his sister?,explicit,to the palace,,,,,,
79,local,16,character,,Who did the brother ask to see?,explicit,the king,,,,,,
80,local,16,action,,How did the brother try to make his sister unhappy?,implicit,accused her of being a witch,told the king she had three husbands,,,,,
81,local,17,feeling,,How did the king feel after he heard the brother's accusations?,implicit,mad,upset,angry,,,,
82,local,17,character,,Who had a hasty temper?,explicit,the king,,,,,,
83,local,17,action,,What should have the king done to see if the brother's words were true?,explicit,"sending to the town, and discovering people who knew his daughter-in-law and could have told him how hard she had worked and how poor she had been",,,,,,
84,local,17,outcome resolution,,What happened after the brother accused the sister of being a witch?,explicit,"He believed all the brother's lying words, and made the queen believe them too.",,,,,,
85,local,17,feeling,,How did the brother feel after he heard his sister's punishment?,implicit,dissatisfied,unhappy,discontented,,,,
86,local,17,causal relationship,,Why was the brother dissatisfied with his sister's punishment?,implicit,He wanted her to have a harsher punishment.,He did not think the punishment was harsh enough.,,,,,
87,local,17,action,,What did the sister do after she was forced out of the town?,explicit,"left her house, and plunged into the forest",,,,,,
88,local,17,feeling,,How did the sister feel after she was forced out of town?,implicit,sad,upset,,,,,
89,local,18,outcome resolution,,What happened after the girl rested under a tree and fell asleep?,explicit,"She raised her eyes, and saw a snake wriggling from under the bushes towards her.",,,,,,
90,local,18,causal relationship,,Why did the girl stay quite still after she saw the snake?,explicit,She was too frightened to move.,,,,,,
91,local,18,prediction,feeling,How will the girl feel after the snake started speaking?,explicit,surprised,,,,,,
92,local,18,action,,What did the snake ask for from the girl?,explicit,open her earthen pot,,,,,,
93,local,18,causal relationship,,Why did the snake want the girl to open her earthen pot?,implicit,The snake wanted to escape from the sun.,The snake needed to hide from the sun.,,,,,
94,local,18,action,,What did the snake promise to do if the girl saved the snake?,explicit,save her from rain,,,,,,
95,local,18,character,,Who was the second snake trying to find?,implicit,the snake from the pot,the first snake,,,,,
96,local,18,causal relationship,,Why did the girl lie to the second snake?,implicit,She tried to hide the first snake.,The first snake was hiding.,,,,,
97,local,19,setting,,Where did the snake and the girl stop to rest?,explicit,a great lake,,,,,,
98,local,19,outcome resolution,,What happened after the baby went into the lake?,explicit,"He gave a spring and fell right in,  down, down, down, and his mother could not find him, though she searched all among the reeds.",,,,,,
99,local,20,action,,What did the snake suggest to the girl?,explicit,take her baby and bathe in that cool place where the boughs of the tree stretch far over the water,,,,,,
100,local,20,feeling,,How did the girl feel after she could not find the baby?,implicit,scared,worried,afraid,,,,
101,local,20,action,,What did the snake tell the girl to do?,implicit,go into the lake,feel everything in the lake,,,,,
102,local,20,action,,What did the girl do after the snake told her how to find her baby?,explicit,"went back and felt everywhere with her whole hand, even putting her fingers into the tiniest crannie",,,,,,
103,local,20,action,,What arm did the girl use to find her baby?,implicit,her unwounded arm,her normal arm,,,,,
104,local,20,action,,What arm did the snake tell the girl to use?,explicit,her other arm,,,,,,
105,local,20,causal relationship,,Why didn't the girl want to use her other arm?,implicit,She only had one hand.,Her other arm did not have a hand.,,,,,
106,local,20,action,,What did the wounded arm touch?,explicit,"something round and soft, lying between two stones in a clump of reeds",,,,,,
107,local,20,outcome resolution,,What happened after the girl used her wounded arm?,implicit,She found her baby.,She knew where her baby was.,She got her hand back.,,,,
108,local,20,feeling,,How did the girl feel after she got her hand back?,implicit,happy,amazed,astonished,,,,
109,local,21,action,,What did the snake and the girl need to do after she got her hand back?,implicit,meet the snake's family,go to where the snake's family was,,,,,
110,local,22,setting,,Where did the snake live?,explicit,the house in a tree,,,,,,
111,local,22,action,,How did the snake escape from his enemy?,implicit,The girl helped him.,The girl hid him.,,,,,
112,local,22,action,,How did the mother and father show their gratitude?,implicit,"allowed her to rest, while they watched her baby",gave her time to rest,,,,,
113,local,22,action,,What did the girl do at night?,explicit,lie awake and wonder where he was,,,,,,
114,local,22,action,,What did the snakes use to carry small fruits?,explicit,their tails,,,,,,
115,summary,"15, 23",causal relationship,,Why didn't the prince know what happened to his wife?,implicit,He was on a journey.,He was sent on a journey.,,,,,
116,local,23,causal relationship,,Why did the king and queen hear from the prince?,explicit,"He had fallen very ill when he was on the furthest border of the kingdom, and he was nursed by some kind people who did not know who he was.",,,,,,
117,local,23,character,,Who was the strange man standing behind the throne with peacock's feathers?,explicit,his wife's brother,,,,,,
118,local,23,causal relationship,,Why didn't the king and queen recognize their son?,explicit,He had grown so thin and weak during his illness that his shoulders were bowed like those of an old man.,,,,,,
119,local,24,action,causal relationship,How did the king and queen finally recognize his son?,implicit,heard his voice,listened to his voice,,,,,
120,local,24,feeling,,How did the king and queen feel after they saw their son?,implicit,concerned,worried,surprised,,,,
121,local,24,causal relationship,,Why didn't the prince answer any of his parents' questions?,implicit,He wanted to find his wife.,He wanted to see his wife.,,,,,
122,local,24,causal relationship,,Why did the queen and king lie about the prince's wife?,implicit,They did not want to tell him the truth.,They did not want him to know they kicked her out.,,,,,
123,local,25,feeling,,How did the prince feel after he believed his wife died?,implicit,shocked,astonished,sad,,,,
124,local,25,causal relationship,,Why did the king feel uncomfortable?,explicit,"He prepared two beautiful tombs for his son to see, so that he might never, never guess what had been done to his wife.",,,,,,
125,local,24,action,,What did the prince ask to see?,explicit,their graves,,,,,,
126,local,25,setting,,Where did the king take the prince to?,explicit,a beautiful garden,,,,,,
127,local,25,action,,What did the prince do after he saw the two tombs?,explicit,burst into tears,,,,,,
128,local,25,prediction,,How will the king and queen feel after the prince mourns over his wife's and child's death?,explicit,ashamed,,,,,,
129,local,25,action,,What did the prince do at the end of the seventh day?,explicit,"went out hunting, and helped his father rule his people",,,,,,
130,local,26,action,,What did the girl want to do one morning?,explicit,go home and hear some news of her husband,,,,,,
131,local,26,action,,What did the snake tell the girl to take?,explicit,his father's ring and his mother's casket,,,,,,
132,local,26,feeling,,How did the mother and father feel after the girl decided to leave?,implicit,sad,upset,disappointed,,,,
133,local,26,action,,What did the mother and father offer to the girl?,explicit,gold and jewels,,,,,,
134,local,26,causal relationship,,Why didn't the girl take the gold and jewels?,explicit,The snake told her not to.,The snake ordered her to accept the ring and casket.,,,,,
135,local,27,feeling,,How did the mother and father feel after the girl asked for the ring and casket?,implicit,surprised,astonished,amazed,,,,
136,local,27,causal relationship,,Why were the mother and father in dismay after the girl asked for the ring and casket?,explicit,The ring and the casket were the only things they did not want her to have.,,,,,,
137,local,27,action,,"What did the girl need to do if she needed food, clothes, or a house?",explicit,tell the ring,,,,,,
138,local,27,action,,What did the girl need to do if she was unhappy or in danger?,explicit,tell the casket,,,,,,
139,local,27,action,,What did the mother and father do after they gave her the two items?,explicit,gave her their blessing,,,,,,
140,local,27,setting,,Where did the girl rest after she left the snake's home?,explicit,near the town where her husband and his father dwelt,,,,,,
141,local,27,action,,What did the girl do after she stopped under a grove of palm trees?,explicit,told the ring that she wanted a house,,,,,,
142,local,28,action,,What did the girl see after she told the ring that she wanted a house?,explicit,a lovely palace,,,,,,
143,local,28,action,,How did the king hear about the lovely palace?,implicit,Everyone talked about the palace.,The neighbors kept talking about the palace.,,,,,
144,local,28,causal relationship,,Why did the king send his son and chief of ministers to investigate the new palace?,explicit,He believed it was a gang of conspirators.,He believed a group of people wanted to take his throne.,,,,,
145,local,29,action,,What did the girl hear?,explicit,the roll of the drums that announced the king's presence,,,,,,
146,local,29,feeling,,How did the girl feel after she realized her husband might be in the crowd?,implicit,nervous,anxious,,,,,
147,local,29,causal relationship,,Why did the girl use the ring?,implicit,She wanted to prepare food for the group.,She needed to make food for the guests.,,,,,
148,local,29,causal relationship,,Why did the girl bound a veil of golden gauze around her head and face?,implicit,She did not want to meet her husband this way.,She knew the king would be there.,,,,,
149,local,30,causal relationship,,Why did the girl owe all of her misery to her brother?,implicit,He ruined her life.,He did not want her to be happy.,,,,,
150,local,29,setting,,Where did the procession follow the girl to?,explicit,a long dark room,,,,,,
151,local,30,character,,"Who was asleep in a corner, on to the girl's knee?",explicit,her little boy,,,,,,
152,local,30,action,,What was the brother's duty?,explicit,wave the fan of peacock's feathers over the king's head to keep off the flies,,,,,,
153,local,30,causal relationship,,Why did the brother have to stay where he was?,explicit,He would be seized by the royal guards if he tried to desert his post.,,,,,,
154,local,30,causal relationship,,Why didn't the king notice that the fan had ceased moving?,explicit,The king was much too interested in the tale.,,,,,,
155,local,31,action,,How did the prince know that the story-teller was his wife?,explicit,She reached the part where she had sat weeping in the tree.,,,,,,
156,local,31,feeling,,How did the prince feel after he recognized his wife?,implicit,astonished,excited,happy,,,,
157,local,31,feeling,,How did the prince feel after he realized his father lied to him?,implicit,furious,angry,mad,,,,
158,local,31,action,,What did the girl want to do before she answered her husband's questions?,explicit,finish her tale first,,,,,,
159,local,31,causal relationship,,Why did the girl want to forget about what his brother did?,implicit,She wouldn't have gotten her hand back if she didn't get kicked out.,She met the snake and got her hand back after she was kicked out.,,,,,
160,local,31,action,,What punishment did the girl want to give to her brother?,explicit,put him out of the town,,,,,,
