question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
44,summary,"9,12",causal relationship,,Why did the old man not want to lend the mortar to his neighbor?,implicit,The neighbor killed his dog.,The neighbor was a bad person.,,,,,
45,local,12,outcome resolution,,What happened to the mortar when it was lent to his neighbor?,explicit,The wicked neighbor broke it to pieces,,,,,,
46,local,12,action,,What was the neighbor doing when the old man came to look for his mortar?,explicit,sitting by a big fire made of pieces of wood,,,,,,
47,local,12,outcome resolution,,What happened when the wicket neighbor tried to make cakes with the mortar?,explicit,horrid smelling stuff came out,,,,,,
48,local,13,action,,What did the good old man ask for?,explicit,the ashes of the mortar,,,,,,
49,local,13,action,,What did the good old man do with the ashes for the mortar?,explicit,scattered some of the ashes on the trees of his garden,,,,,,
50,local,14,causal relationship,,Why did the trees shed their leaves?,explicit,It was late in autumn.,,,,,,
51,local,14,action,,What did the ashes do to the garden?,explicit,suddenly transformed into a beautiful picture of spring,,,,,,
52,local,14,outcome resolution,,What happened because the story of the old man's garden spread far and wide?,explicit,People from far and near came to see the wonderful sight.,,,,,,
53,local,15,character,,Who knocked on the old man's door?,explicit,a Knight,,,,,,
54,local,15,action,,What happened to the tree in the nobleman's garden?,explicit,It had withered.,,,,,,
55,local,16,feeling,,How did the old man feel to hear the Knight's request?,explicit,surprised,,,,,,
56,local,16,action,,What did the Daimio request from the old man?,explicit,make that dead cherry tree in his garden blossom again by means of his famous ashes,,,,,,
57,summary,"13,14,17",prediction,outcome resolution,What will happen after the old man scatters the ashes?,implicit,The tree will revive.,The tree will bloom.,,,,,
58,local,18,action,,What was the old man sent home with?,explicit,great honor,,,,,,
59,local,18,feeling,,How did the Daimio feel when the tree was revived?,explicit,joy,,,,,,
60,local,18,action,,How was the old man rewarded?,explicit,silver and gold and many other precious things,,,,,,
61,local,18,character,,What did the old man's new name mean?,explicit,The Old Man who makes the Trees to Blossom,,,,,,
62,local,19,causal relationship,,Why did the neighbor want to imitate the old man?,explicit,envy and jealously filled his heart,,,,,,
63,local,19,action,,What did the wicked neighbor fail in?,explicit,finding the gold coins,making the magic cakes,,,,,
64,local,20,action,,What did the wicked neighbor do with the ashes in the fire-place?,explicit,set out in the hope of finding some great man to employ him,,,,,,
