question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
24,local,4,causal relationship,,Why did John Nicholas capsize the boat when he reached land?,implicit,to trick others into thinking Lucky Andrew had drowned.,to hide that he left Lucky Andrew behind,to keep the inheritance for himself,explicit,To declrae that Lucky Andrew had been drowned,,
25,local,4,action,,When did Andrew think John Nicholas would come back?,explicit,this evening,,,explicit,This evening,,
26,local,4,causal relationship,,Why did Andrew want the inheritance to himself?,implicit,He was greedy.,He did not want to share.,He wanted to be rich.,explicit,not have to divide it,,
27,local,4,prediction,action,What will Andrew do after John Nicholas maroons him on the island?,implicit,build a boat,try to survive,try to get off the island,implicit,find a way off the island,,
28,local,5,action,,What did Andrew build?,explicit,a raft of drift-timber,,,explicit,A raft of drift-timber,,
29,local,5,action,,How did Andrew survive?,explicit,shot sea-birds,looked for mussels and roots,fished with a pole that had also been left behind,explicit,"Shot sea-birds, and looked for mussels and roots",,
30,local,5,character,,Who was reported to live on the island?,explicit,meer-folk,,,explicit,Meer-folk,,
31,local,5,action,,What were meer-folk reported to do on the island?,explicit,did much business with their ships,,,explicit,Did much business with their ships,,
32,local,5,prediction,feeling,How will Andrew feel when he realized meer-folk lived on the island?,implicit,excited,happy,lucky,implicit,relieved,safe,
33,local,5,action,,How did Andrew know meer-folk lived on that island?,explicit,the report he had often heard,He could plainly trace the braidings of the hawsers from the strand up to the top of the island.,"He happened to notice a depression or hallow in the sand, as though made by the keep of a large Northland schooner.",explicit,He happened to notice a depression or hollow in the sand,,
34,local,6,causal relationship,,Why did boat row away at top speed?,explicit,They thought the meer-trolls were making signs and waving.,,,explicit,They thought the meer-trolls were making signs and waving,,
35,local,6,action,outcome resolution,What did the crew on the boat do because they thought the meer-trolls were making signs?,explicit,took the oars and rowed away at top speed,,,explicit,The crew took to the oards and rowed away at top speed,,
36,local,6,causal relationship,,Why was Andrew happy to discover meer-trolls lived on the island?,implicit,He was lonely.,He wanted company.,,implicit,He was lonely and wanted company,,
37,local,7,action,,What did Andrew hear on Christmas Eve?,explicit,fiddles and music far out at sea,,,explicit,Fiddles and music far out at sea,,
38,local,7,setting,,What was the special about the ship?,explicit,"It has a main-sail of uncommon size, which looked to him to be of silk","the most delicate tackling, as thin as though woven of steel wire","everything else was in proportion, as fine and handsome as any Northlander might wish to have",explicit,"It has a main-sail of uncommon size, which looked to him to be of silk, and the most delicate tackling",,
39,local,7,causal relationship,,Why did the girl look as splendid as a queen?,explicit,She wore a crown and costly garments.,,,explicit,she was adorned like a bride,,
40,local,7,character,action,How could one tell the girl was human?,explicit,"She was tall, and handsomer than the meer-folk.",,,explicit,"She was tall, and handsomer than the meer-folk",,
41,local,7,action,causal relationship,What did Andrew do when the schooner headed for the land where he stood?,explicit,"hurried to the fisherman's hut, pulled down his gun from the wall, and crept up into the large loft and hid himself",,,explicit,"He hurried to the fisherman's hut, pulled down his gun from the wall, and crept up into the large loft",,
42,local,7,causal relationship,,Why did Andrew hide himself?,explicit,so that he could see all that passed in the hut,,,explicit,So that he could see all that passed in the hut,,
43,local,8,outcome resolution,,What happened to the hut after people came in?,explicit,The walls began to crack and the little hut spread out at all corners.,grew so splendid and magnificent,,explicit,"The walls began to crack, and the little hut spread out at all corners and grew so splended and magnificent",,
44,local,8,action,,How was Andrew able to creep to the look-out at the side of the roof and climb down without being noticed?,explicit,under cover of the noise,,,explicit,Under cover of the noise,,
45,local,8,character,,Who was the only one who did not dance?,explicit,the bride,,,explicit,The Bride,,
46,local,9,feeling,,How did the fiddler feel as he played merrily?,implicit,tired,exhausted,,implicit,exhausted,tired,excitement
47,local,9,outcome resolution,,What happened to the fiddler because he knew neither rest not response?,explicit,He was dripping with sweat and the fiddle was hidden by the dust and smoke.,,,explicit,He was dripping with sweat,,
48,local,9,action,,What did Andrew notice?,explicit,His own feet began to twitch.,,,explicit,His own feet began to twitch where he was standing,,
49,local,9,action,outcome resolution,What did Andrew do because his feet began to twitch?,explicit,"turned his gun, thrust it through the window, and shot it off over the bride's head",,,explicit,"he turned his gun, thrust it trhough the window, and shot it off over the bride's head",,
50,local,9,causal relationship,,Why did Andrew shoot his gun upside down?,explicit,otherwise the bullet would have hit him,,,explicit,The bullet would have hit him,,
51,local,9,action,outcome resolution,What did the troll-folk do because the saw that the schooner was banned on the shore?,explicit,wailed and crept into a hole in the hill,,,explicit,They wailed and crept into a hole in the hill,,
52,local,9,feeling,,How did the troll-folk feel because the schooner was banned on the shore?,implicit,sad,upset,scared,implicit,Sad,Scared,
53,local,9,outcome resolution,,What happened to the bride when she was a young child?,explicit,She had been carried into the hill.,,,explicit,she had been carried into the hill,,
54,local,10,outcome resolution,,What happened because the bride forgot to say the verse?,explicit,She was enchanted and taken into the hill.,,,explicit,She was enchanted and taken into the hill,,
55,local,10,causal relationship,,Why did the bride forget the verse?,explicit,She found so many berries.,,,explicit,She had found so many berries,,
56,local,10,action,,How were the goblins towards the bride?,explicit,kind,,,explicit,Kind to her,,
57,local,10,feeling,,How did the bride feel about the dwarf who had been chosen for her husband?,implicit,sad,upset,,explicit,She had suffered greatly,,
58,local,10,action,,What was the only harm done to the bride by the goblins?,explicit,She had lost the top joint of the little finger on her left hand.,,,explicit,She had lost the top joint of the little finger of her left hand,,
59,local,10,causal relationship,,Why did Andrew feel as though he had truly been born under a lucky star?,explicit,They became very good friends.,,,explicit,"he saw that they were related to him, and they became very good friends",,
60,local,10,causal relationship,,Why was Andrew far wealthier than his brother?,explicit,They took along the schooner and all the gold and silver and all the treasure which had been left in the hut.,,,explicit,"He took along the schooner, and all the gold and silver and all the treasure",,
61,summary,"4,10",prediction,feeling,How will John Nicholas feel about Andrew's wealth?,implicit,jealous,envious,hatred,implicit,He will feel jealous,,
62,local,10,setting,,Where did Andrew and the bride sail to?,explicit,home,,,explicit,They sailed home,,
63,local,11,action,outcome resolution,What did John Nicholas do because he did not wish to be any poorer than Andrew?,explicit,sailed out to the san banks on Christmas Eve,,,explicit,He sailed out to the sand banks,,
64,local,11,feeling,,How did John Nicholas feel when he heard splashes and horrible howls?,explicit,terrified,,,explicit,Terrified,,
65,local,11,setting,,Where could John Nicholas see the trolls?,explicit,the hut,,,explicit,On the shore,,
66,local,11,character,,What did the trolls look like?,explicit,"covered with fur, with kirtles of skins, fishing boots, and enormous fist-gloves",In place of head and hair they had bundles of sea-weed.,,explicit,"Short and thick like hay-ricks, completely covered with fure, with kirtles of skins, fishing boots and enormous fist-gloves",In place of head and hair they had bundles of sea-weed,
67,local,11,action,,How did the fire burn again?,explicit,One of the trolls sneezed into the ashes on the hearth.,,,explicit,One of them sneezed into the ahses on the hearth in order to make the fire burn again,,
68,local,12,causal relationship,,Why was John Nicholas unable to crawl out of the look-out in the roof?,explicit,He was of much heavier build than his brother,,,explicit,He was of moch heavier build than his brother,,
69,local,12,causal relationship,,Why did no human foot trod the sand-banks again?,implicit,They were too scared.,They were afraid.,,explicit,They sank,,
70,local,12,character,,What were Andrew's children like?,explicit,bright and vigorous,every one of them lacked the upper joint of the little finger of his left hand,,explicit,Bright and vigorous,everyone of them lacked the upper joint of the little finger of his left hand,
71,summary,"10,12",character,,Who was the mother of Andrew's children?,implicit,the bride,the bride he had saved,,implicit,The bride he had rescued,,
72,summary,"1,4",causal relationship,,Why did Andrew not lose heart even though he had been marooned?,implicit,He was high spirited.,He always had a good attitude.,He was optimistic.,implicit,Because he was born under a lucky star,He is good natured and high spirited,
