question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
48,local,11,action,,What must the four men do when Jack my Hedgehog creeps out of his hedgehog skin?,explicit,"rush in, throw the skin into the fire, and stand by till it was entirely burnt up",,,,,,
49,local,11,outcome resolution,,What happened after the hedgehog skin was burned?,explicit,Jack was released from his enchantment and lay in his bed a man from head to foot.,,,,,,
50,local,12,character,,Who washed Jack my Hedgehog with various essences and salves?,explicit,the King's physician,,,,,,
51,local,12,outcome resolution,,What happened the day after Jack my Hedgehog burned his hedgehog skin?,explicit,"the marriage ceremony was performed, and the old King bestowed his kingdom on Jack my Hedgehog",,,,,,
52,local,12,outcome resolution,,What happened after Jack my Hedgehog told his story to his father?,explicit,His old father rejoiced and returned to live with him in his kingdom.,,,,,,
53,local,1,causal relationship,,Why did the wife say her husband cursed their child?,implicit,Their son was half-hedgehog.,"The farmer said he must have a child, even if it was only a hedgehog.",,,,,
54,summary,"1,2",causal relationship,,Why did the farmer and his wife christen their child?,implicit,Their son was half-hedgehog.,Their son was cursed.,,,,,
55,local,2,causal relationship,,Why did the farmer often wish his son was dead?,implicit,His son was half-hedgehog.,His son was cursed.,His son was a lot of trouble.,,,,
56,local,8,causal relationship,,Why did the farmer know nothing about Jack my Hedgehog all this time?,implicit,Jack my Hedgehog never went home.,The farmer thought Jack my Hedgehog died.,,,,,
57,summary,"3,8",action,prediction,What will Jack my Hedgehog do for several years while he is away from home?,implicit,look after the animals,play the pipes,raise a herd,,,,
58,local,4,action,,What made the King believe Jack my Hedgehog's promise was easy to fulfill?,implicit,The King would cheat on his promise.,The King thought Jack my Hedgehog could not read.,The King would trick Jack my Hedgehog.,,,,
59,local,5,causal relationship,,Why was the Princess pleased with her father's trick?,implicit,Her father did not owe Jack my Hedgehog anything.,She did not want to marry Jack my Hedgehog.,,,,,
60,summary,"5,6,7,8",outcome resolution,prediction,What will happen when another king meets Jack my Hedgehog?,implicit,The King will ask for directions.,The King will need to make a promise to Jack my Hedgehog.,Jack my Hedgehog will show the King directions to his kingdom.,,,,
61,local,7,outcome resolution,prediction,What will happen when the second King sees his daughter first?,implicit,The King will need to fulfill his promise.,The King will need to give Jack my Hedgehog his daughter.,The King will be sad.,,,,
62,summary,"4,6",character,,How was the first king different from the second king?,implicit,The first king cheated Jack my Hedgehog.,The second king kept his promise to Jack my Hedgehog.,,,,,
63,local,9,feeling,prediction,How will the daughter feel when her father coaxes her to go with Jack?,implicit,upset,unhappy,sad,,,,
64,local,9,causal relationship,,Why did Jack prick the Princess?,implicit,The King cheated on his promise.,The King was wicked.,He wanted to teach the Princess a lesson.,,,,
65,local,9,feeling,,How did the King feel when Jack returned his daughter to him?,implicit,shocked,surprised,confused,,,,
66,local,11,causal relationship,,Why did Jack my Hedgehog promise the second Princess that no harm would come to her?,implicit,The King fulfilled his promise.,He loved her.,He would not prick her.,,,,
67,local,12,causal relationship,,Why was the Princess greatly pleased when she saw Jack my Hedgehog?,implicit,He was handsome.,He no longer looked like a hedgehog.,His enchantment was broken.,,,,
68,local,12,feeling,,How did the father feel when he recognized Jack my Hedgehog as his son?,implicit,happy,pleased,content,,,,
69,local,12,causal relationship,,Why couldn't the father recognize Jack my Hedgehog?,implicit,Jack my Hedgehog lost his bristles.,It has been many years.,The father had not heard from his son for a long time.,,,,
