question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
43,local,26,causal relationship,,Why was the old woman furious when the Prince asked for the Princess's robes?,explicit,She had counted upon the Princess's fine robes to clothe her for the rest of her life.,,,,,,
44,local,27,causal relationship,,Why did the old woman bring out so much food for the couple?,explicit,As long as they could look at one another they really did not know what they were eating.,,,,,,
45,local,26,action,,What did the Prince do to get the Princess' robes back from the old woman?,explicit,paid for them,,,,,,
46,local,28,outcome resolution,,What happened to the gold whenever the old woman tried to put them in the money-bag?,explicit,slipped out again as fast as she dropped it in,,,,,,
47,local,29,causal relationship,,Why did the King and Queen give the throne to the Prince?,explicit,nothing could induce them to forsake their peaceful life,,,,,,
48,local,29,character,,Who drove away King Bruin from the King's kingdom?,explicit,the King's subjects,,,,,,
49,local,1,causal relationship,,Why did King Bruin invade the King?,implicit,King Bruin heard the King had no more treasures.,King Bruin knew it would be easy to invade the King.,King Bruin wanted to control the King's kingdom.,,,,
50,summary,"2,3",action,prediction,How will the King and Queen live after King Bruin drove them out of their kingdom?,implicit,They will live a simple life.,They will live like commoners.,They will live by selling fish.,,,,
51,local,3,causal relationship,,Why did the King sell the fish he caught?,implicit,He needed to make money.,Everyone wanted to buy the fish he caught.,,,,,
52,local,4,feeling,,How did the Fairy of the Beech-Woods feel when she saw the King and Queen's condition?,implicit,pitiful,sorry,sad,,,,
53,summary,"5,6",feeling,,How did Saradine feel towards Celandine?,implicit,frustrated,annoyed,infuriated,,,,
54,local,7,causal relationship,,Why did the old Fairy want to take care of Celandine?,implicit,She didn't think poorly of Celandine.,She raised Prince Featherhead before.,She wanted to help Saradine.,,,,
55,summary,"7,8",causal relationship,,Why did the King and Queen like Celandine?,implicit,Celandine helped with the chores.,Celandine reminded them of Prince Featherhead.,Celandine was charming.,,,,
56,local,9,causal relationship,,What made the old Fairy want to disappoint Celandine?,implicit,The old Fairy wanted to treat Celandine's vanity.,The old Fairy wanted Prince Featherhead to cure Celandine of her vanity.,The old Fairy wanted to teach Celandine a lesson.,,,,
57,local,9,causal relationship,,Why did Celandine think she would receive a valuable treasure from the old Fairy?,implicit,The old Fairy was going to give her a wedding gift.,Celandine was full of vanity.,Celandine thought the old Fairy wanted to spoil her.,,,,
58,summary,"10,11",causal relationship,,Why did the Fairy change the appearances of Celandine and Prince Featherhead?,implicit,She wanted to teach them a lesson.,She did not want them to know each other's true appearances.,She thought they looked too good for each other.,,,,
59,summary,"11,13",outcome resolution,prediction,What will happen when Prince Featherhead sees Celandine's true portrait?,implicit,The Prince will learn his lesson.,The Prince will fall in love with Celandine.,The Prince will want to change for Celandine.,,,,
60,local,13,action,,How did Celandine know the Prince was in love?,implicit,She saw him with a princess' portrait.,The Prince's behavior changed.,The Prince enjoyed talking about his beloved.,,,,
61,local,13,causal relationship,,Why was Celandine surprised when the Prince told her he could not find the original?,implicit,Celandine was the princess in the portrait.,Celandine was in front of him.,The Prince could not tell that the portrait was of Celandine.,,,,
62,local,14,action,prediction,What will the Prince do after leaving the Leafy Palace?,implicit,return home,look for the princess in the portrait,find his beloved,,,,
63,summary,"15,16",action,prediction,How will the old woman treat Celandine?,implicit,poorly,cruelly,coldly,,,,
64,summary,"15,17,18",causal relationship,,What made the old woman believe Celandine wanted to take advantage of her?,implicit,Many beggars roamed around the country.,Celandine brought nothing.,Celandine asked for shelter.,,,,
65,summary,"15,16,17,18",character,,What kind of person was the old woman?,implicit,selfish,uncaring,stingy,,,,
66,local,19,feeling,,How did the old woman feel when she saw Celandine's robes?,implicit,awed,shocked,surprised,,,,
67,local,20,causal relationship,,Why was it more economical to buy fruit with stones?,implicit,The stones could be planted.,The stones could be use to make fires.,,,,,
68,summary,"20,21",action,,What did the old woman do to save money when Celandine lived with her?,implicit,gave Celandine little food,told Celandine to eat less,told Celandine to sleep more,,,,
69,local,22,action,prediction,What will Celandine do to help the old woman?,implicit,take the cow to graze,"make milk, cheese, and butter",milk the cow,,,,
70,local,23,outcome resolution,prediction,What will happen after Celandine is no longer enchanted?,implicit,Celandine will not be vain.,Celandine will have learned her lesson.,,,,,
71,summary,"25,26",causal relationship,,Why was the old woman cross when she saw Celandine with the Prince?,implicit,The old woman thought the Prince was another beggar.,The old woman thought she had to take in the Prince.,The old woman did not want to spend money on the Prince.,,,,
72,local,25,feeling,,How did Celandine feel when she recognized the Prince?,implicit,happy,cheerful,pleased,,,,
