question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
29,local,8,action,,What did the son do when the grass was getting scarce?,explicit,He drove the cows further out.,,,,,,
30,local,8,action,,What was between the land of the giants and the gentleman's land?,explicit,a big stone,,,,,,
31,local,8,outcome resolution,,What happened after the son saw fine grass on the other side of the wall?,explicit,He threw down a gap in the wall and let in the pigs and the cows.,,,,,,
32,local,8,setting,,Where did the son go to throw apples and fruits to the pigs?,explicit,into a tree,,,,,,
33,local,8,character,,Who saw the lad up the tree?,explicit,a giant,,,,,,
34,local,8,outcome resolution,,What happened after the boy refused to go down the tree?,explicit,The giant got a leverage on the tree and drew it up out of the roots.,,,,,,
35,local,8,action,,What was stronger than the power of the giant?,explicit,the power of the bull,,,,,,
36,local,8,causal relationship,,Why did the giant promise anything?,explicit,The giant was not able to put a stir out of himself.,,,,,,
37,local,9,action,,What did the son ask from the giant?,explicit,the loan of the sword that's under the giant's bed,,,,,,
38,local,9,action,prediction,What will the son experience when he uses the sword?,explicit,He won't feel it in his hand going through them.,,,,,,
39,local,9,character,,Who were obliged to make new vessels?,explicit,two coopers,,,,,,
40,local,9,causal relationship,,Why did they have not half enough of vessels?,explicit,They had that much milk.,,,,,,
41,local,10,action,,What did the giants used to put in each man?,explicit,a shout of him every evening,,,,,,
42,local,10,causal relationship,,Why did the gentleman say there was a change in the caher?,explicit,He heard two shouts.,,,,,,
43,local,10,action,,What did the second giant give the son?,explicit,the old sword under his bed,,,,,,
44,local,11,feeling,,How did the third giant feel after his brothers died?,explicit,mad,,,,,,
45,local,11,character,,Who was the eldest of the giants?,explicit,the third giant,,,,,,
46,local,12,outcome resolution,,What happened after the son came home that night?,explicit,The coopers were not able to make enough of vessels for them to hold the quantity of milk that the cows had.,The pigs were not able to eat with the quantity of apples that they had eaten before that.,,,,,
47,local,12,causal relationship,,Why was no one going near the castle?,explicit,There was fear on them.,,,,,,
48,local,13,action,,What was in that country?,explicit,a fiery dragon,,,,,,
49,local,13,action,,When did the fiery dragon come?,explicit,every seven years,,,,,,
50,local,13,outcome resolution,,What would happen if the fiery dragon did not see a woman before him?,explicit,"He would drive the sea through the land, and he would destroy the people.",,,,,,
51,local,13,setting,,Where did the lad go?,explicit,the castle of the three giants,,,,,,
52,local,13,action,,What did the lad take before going to where the dragon was?,explicit,the first giant's sword,,,,,,
53,local,13,character,,Who was the bound young lady?,explicit,the King's daughter,,,,,,
54,local,13,causal relationship,,Why was the King's daughter bound?,explicit,the dragon would not take any other woman,,,,,,
55,local,13,outcome resolution,,What happened after the dragon came out of the sea?,explicit,"The lad went against him, and they fought with one another.",,,,,,
56,local,14,setting,,Where did the lad turn the dragon out?,explicit,into the sea,,,,,,
57,local,14,setting,,Where did the lad go when his master and the other people were gone?,explicit,the castle of the three giants,,,,,,
58,local,14,character,,Who was the princess looking for?,explicit,the champion,,,,,,
59,local,14,causal relationship,,Why were there twice as many people as there were on the first day?,explicit,They were all waiting till they would see the champion coming.,,,,,,
60,local,14,causal relationship,,Why was the giant half confused and sickened?,explicit,the fight that he had made the day before,,,,,,
61,local,15,outcome resolution,,What happened after the lad called for the black thong?,explicit,"The black thong leapt away, and bound the dragon.",,,,,,
62,local,15,action,,What did the lady take as the lad was riding?,explicit,the shoe off of him,,,,,,
63,local,16,action,,What did the king's daughter say when she came home?,explicit,She would never marry a man but the man whom that shoe would fit.,,,,,,
64,local,16,causal relationship,,Why did the king's daughter say sons of kings did not kill the dragon?,explicit,"It was not they, unless the shoe would fit them.",,,,,,
65,local,16,character,,Who did the king's daughter send out with the shoe?,explicit,soldiers,,,,,,
66,summary,"16,17",causal relationship,,Why did the soldiers insist on putting the shoe on the lad's foot?,explicit,"Every person, poor and rich, no matter where he was from, must try the shoe on him.",,,,,,
67,local,17,action,,What did the lad do before he went with the soldiers?,explicit,"He went to the caher of the giants, and he got a fine new suit on him.",,,,,,
68,local,1,feeling,prediction,How will the son feel when food comes out of the bull's horn?,implicit,surprised,happy,pleased,,,,
69,summary,"1,2",action,prediction,What will the son do whenever he is hungry on the mountain?,implicit,He will twist the bracket bull's horn.,,,,,,
70,local,2,causal relationship,,Why was the stepmother in wonder?,implicit,The son did not eat.,The daughter did not see anything in the field.,She did not know why the son was not hungry.,,,,
71,local,2,causal relationship,,Why did the daughter not see anything?,implicit,The music put the daughter asleep.,The son ate while she was asleep.,She was awake after the son ate.,,,,
72,local,2,action,prediction,What will happen when the second daughter goes with the son?,implicit,She will hear music.,She will tell her mother she did not see anything.,She will fall asleep.,,,,
73,local,3,causal relationship,,Why did the husband say his wife must get whatever would save her?,implicit,His wife had gone mad.,His wife said he was finding death.,His wife said she was sick.,,,,
74,summary,"4,5",causal relationship,,Why did the stepmother think she ended the bracket bull?,implicit,The butchers brought back meat.,The butchers were sent to get the bracket bull.,The stepmother ate meat.,,,,
75,summary,"4,5",outcome resolution,prediction,What will happen when the stepmother sends the butchers again?,implicit,The butchers will kill a different cattle.,"The stepmother will eat the cattle, not the bracket bull.",The son will put a cattle before the bracket bull.,,,,
76,summary,"4,5",causal relationship,,Why did the stepmother decide to end the bracket bull herself?,implicit,The bracket bull was still alive.,The butchers failed two times.,She needed a piece of the bracket bull to be cured.,,,,
77,local,6,feeling,prediction,How will the son feel when the bracket bull dies?,implicit,sad,unhappy,upset,,,,
78,local,7,causal relationship,,Why did the gentleman want the son?,implicit,The son could help him rid the giants.,The gentleman could not get rid of the giants.,,,,,
79,local,8,causal relationship,,Why was the lad not afraid of the giant?,implicit,He was hiding in a tree.,He had the bull's strip.,,,,,
80,local,9,causal relationship,,Why did the gentleman say the son was the best lad that he ever met?,implicit,The son got rid of the giant.,The son was good at herding.,The son completed the gentleman's task.,,,,
81,local,10,causal relationship,,Why was the second giant unhappy with the son?,implicit,The son killed the second giant's brother.,The son threw the giant's wall.,The son let cattle into the second giant's land.,,,,
82,local,10,feeling,prediction,How will the second giant feel towards the son?,implicit,unhappy,angry,furious,,,,
83,local,10,outcome resolution,prediction,What will happen when the second giant is squeezed by the thong?,implicit,The giant will promise the son anything.,The giant will ask for his life.,The giant will be uncomfortable.,,,,
84,summary,"9,10,11",outcome resolution,prediction,What will happen when the next giant tells the son to come down?,implicit,The son will order the black thong to squeeze the giant.,The giant will give the son his sword.,The giant will ask for his life.,,,,
85,local,12,feeling,prediction,How will the coopers feel about seeing so much milk?,implicit,overwhelmed,surprised,shocked,,,,
86,local,13,causal relationship,,Why did the gentleman not want the lad to go the place where the fiery dragon would be?,implicit,It was dangerous.,The horses could crush the lad.,The fiery dragon would be there.,,,,
87,local,13,feeling,prediction,How will the king's daughter feel about being sacrificed to the dragon?,implicit,scared,afraid,terrified,,,,
88,local,13,action,prediction,What will the lad do with the sword?,implicit,save the king's daughter,fight the dragon,defeat the dragon,,,,
89,local,14,causal relationship,,Why did the people not know who the champion was?,implicit,The lad was in disguise.,The lad left before the people saw him.,The lad put away his suit and steed.,,,,
90,local,14,outcome resolution,prediction,What will happen when the champion meets the dragon?,implicit,The champion will defeat the dragon.,The champion will drag the dragon out into the sea.,The champion will leave before the people can find out who he work.,,,,
91,summary,"14,15",causal relationship,,Why were the people unable to keep the champion?,implicit,The champion wanted to leave.,The champion already defeated the dragon.,The champion had to disrobe and disarm.,,,,
92,local,15,feeling,prediction,How will the king's daughter feel when she sees the champion again?,implicit,relieved,happy,pleased,,,,
93,local,16,causal relationship,,Why did the lad know the story better than the gentleman?,implicit,The lad was the champion.,The lad defeated the dragon.,The lad was at the event.,,,,
94,local,16,causal relationship,,Why would the king's daughter only marry the man who could fit the shoe?,implicit,He was her champion.,He saved her from the dragon three times.,She loved the champion.,,,,
95,local,17,feeling,prediction,How will the king's daughter feel when she finally meets the lad?,implicit,happy,joyful,pleased,,,,
