question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
48,local,8,action,,What did the woman change the man into?,explicit,a fox,,,,,,
49,local,8,setting,,Where did the man go when he turned into a fox?,explicit,a badger's hole in the garden,,,,,,
50,local,8,outcome resolution,,What happened after the woman found the man in the badger's hole?,explicit,She came to him and made him into a wolf.,,,,,,
51,local,8,setting,,Where did the man go where no one would see him?,explicit,an island,,,,,,
52,local,8,feeling,,How did the wolf feel about being seen and hunted?,explicit,afraid,,,,,,
53,local,8,character,,Who saw the wolf among the sheep?,explicit,a shepherd,,,,,,
54,local,8,action,,What did the wolf do when he saw the sign of the king among the men?,explicit,made for him,,,,,,
55,local,8,action,,What did the king do when the wolf made out for him?,explicit,cried out to stop the hounds,,,,,,
56,local,9,action,,What did the king order?,explicit,The wolf should be well cared for.,,,,,,
57,local,9,action,,What did the wolf do when the king gave him a glass of wine?,explicit,thanked the king,,,,,,
58,local,9,causal relationship,,Why did the king want to keep the wolf?,explicit,The wolf was trained. Perhaps he would serve the king yet.,,,,,,
59,local,9,outcome resolution,,What happened to the king's children when they were young?,explicit,They were stolen the same night they were born.,,,,,,
60,local,9,action,,What was the queen carrying?,explicit,the twelfth child,,,,,,
61,local,10,action,,What was put between the wolf and the cradle?,explicit,a coupling,,,,,,
62,local,10,action,,What did the wolf do when everyone went to sleep?,explicit,watched till the person woke who attended in the daytime,,,,,,
63,local,10,action,,What did the wolf see coming down through the chimney?,explicit,the hand,,,,,,
64,local,10,outcome resolution,,What happened after the wolf cut the hand from the wrist?,explicit,"laid the hand in the cradle with the child, and fell asleep",,,,,,
65,local,10,causal relationship,,Why did the wolf begin to howl?,explicit,He had neither child nor hand.,,,,,,
66,local,10,action,,What did the messenger see when he came?,explicit,the wolf covered with blood,,,,,,
67,local,10,setting,,Where did the dog follow the scent of blood to?,explicit,a door of the room in which the child was,,,,,,
68,local,10,causal relationship,,Why did the king break the door?,explicit,He couldn't get the key.,,,,,,
69,local,10,action,,What did the king find in the trunk?,explicit,the child and the hand,,,,,,
70,local,11,causal relationship,,Why did the king order a silver chain to be put between the wolf and the child?,explicit,so that the child might not go away from the wolf,,,,,,
71,local,11,feeling,,How did the king feel about his child?,explicit,proud,,,,,,
72,local,11,setting,,Where did the wolf go to search for the child?,explicit,the house,,,,,,
73,local,11,causal relationship,,Why did the wolf grow weak?,explicit,He did not get a morsel to eat half the time.,,,,,,
74,local,11,setting,,Where did the wolf say he would try to go when summer came?,explicit,home to his own country,,,,,,
75,local,11,causal relationship,,Why did the wolf go to the garden?,explicit,"He knew there was a place in the garden where he could hide myself, for fear she should see him.",,,,,,
76,local,11,setting,,Who did the wolf see walking?,explicit,his wife and his child,,,,,,
77,summary,"11,12",causal relationship,,Why was the wolf hiding?,explicit,"The wolf was afraid the woman would see him, as she was asking the child where he saw him.",,,,,,
78,local,12,setting,,Where did the wolf's child say his papa was?,explicit,up in a tree,,,,,,
79,local,12,outcome resolution,,What happened after the wolf broke the window and went in?,explicit,His child began to kiss him.,,,,,,
80,local,12,outcome resolution,,What happened after the wolf was hit by the rod?,explicit,He came back to his own shape again.,,,,,,
81,local,12,action,,What did the man's son do when he saw a man standing before him?,explicit,cried,,,,,,
82,local,13,causal relationship,,Why did the man take the child back to his father and mother?,explicit,He knew the grief they were in after him.,,,,,,
83,local,13,setting,,Where did the man find no living soul?,explicit,on an island,,,,,,
84,local,13,character,,Who was on the island?,explicit,an old hag,,,,,,
85,local,13,character,,Who was groaning?,explicit,the old hag's son,,,,,,
86,local,13,causal relationship,,Why was the old hag's son groaning?,explicit,His hand had been bitten from his wrist by a dog.,,,,,,
87,local,13,setting,,Where did the old hag say her son's hand was cut from?,explicit,another country twelve years ago,,,,,,
88,local,13,action,,What did the old hag say she would give the man if he could cure his son?,explicit,eight young lads and three young women,,,,,,
89,local,14,character,,How did the thief look?,explicit,The thief had only one eye in his forehead.,,,,,,
90,local,14,action,prediction,What will the man do after he treats the thief?,explicit,close the door,,,,,,
91,local,14,character,,Who were the young men and women?,explicit,the offspring of the one king,,,,,,
92,local,14,character,,Who did the man take on board the ship?,explicit,the offspring of the one king and the child he had himself,,,,,,
93,local,15,outcome resolution,,What happened after the king heard who they were?,explicit,"He smothered them with kisses and drowned them with tears, and dried them with fine cloths, silken, and the hairs of his own head.",,,,,,
94,local,15,causal relationship,,Why did the king have great welcome for the man?,explicit,The man found them all.,,,,,,
95,local,15,action,,What did the man have to do every year?,explicit,"come to the king's court every year, and the child with him",,,,,,
96,local,15,character,,Who was the hag's son?,explicit,Anshgayliacht,,,,,,
97,local,15,outcome resolution,,What happened after Morraha thanked Rough Niall for the story?,explicit,He struck the ground with the Sword of Light.,,,,,,
98,local,15,character,,Who did Morraha tell the tale of the death of Anshgayliacht to?,explicit,the Slender Red Champion,,,,,,
99,local,15,action,,What did Morraha give the Slender Red Champion?,explicit,the Sword of Light,,,,,,
100,local,15,feeling,,How did the Slender Red Champion feel receiving everything Morraha gave him?,explicit,pleased,,,,,,
101,summary,"1,2",outcome resolution,prediction,What will happen when Morraha plays with the young man again?,implicit,Morraha will win.,The young man will bade Morraha to make his claim.,Morraha will ask for something.,,,,
102,summary,"1,2",feeling,prediction,How will Morraha feel when he wins multiple games?,implicit,happy,glad,proud,,,,
103,summary,"1,2",causal relationship,prediction,Why will Morraha play with the young man again?,implicit,Morraha wants to win.,Morraha wants to win more things.,Morraha knows the young man will bade him to give his claim.,,,,
104,local,2,causal relationship,,Why did the woman forbid Morraha from playing with the young man?,implicit,He would lose more.,He was getting addicted.,She did not want him to win more items.,,,,
105,summary,"2,3",feeling,prediction,How will Morraha feel after hearing the young man's demands?,implicit,overwhelmed,shocked,worried,,,,
106,summary,"2,3",causal relationship,,Why did Morraha groan?,implicit,He did not know how to meet the young man's demands.,He was surprised by the young man's request.,He lost the game to the young man.,,,,
107,local,3,causal relationship,,Why did Morraha not speak a word when Brown Allree bent her head down?,implicit,HIs wife told him not to speak until the beast spoke first.,He did not want to speak in ignorance.,,,,,
108,local,3,feeling,prediction,How will the mother feel when the horses keep getting cut into two?,implicit,angry,annoyed,furious,,,,
109,local,5,causal relationship,,Why did the mother tell her son to sleep as much as he wanted?,implicit,Morraha was gone.,Morraha would not come to tell him to announce Anshgayliacht's death.,,,,,
110,local,7,causal relationship,,Why did the man not want to cut a rod for his wife?,implicit,He did not want to cut the tree.,He knew the birds lived on the tree.,He saw no reason to cut a rod.,,,,
111,local,7,causal relationship,,Why did the man have to hide himself all day?,implicit,The bellman said everyone who killed a raven would get a fourpenny bit.,Everyone was hunting for ravens.,The man did not want to be killed.,,,,
112,local,8,causal relationship,,Why was everyone afraid of Niall?,implicit,They thought he was dead.,He began to kill everyone who went near him.,,,,,
113,local,8,causal relationship,,Why did the man believe the woman would change him back?,implicit,She saw he was doing mischief.,She did not need him to disappear anymore.,She wanted to stop his violence.,,,,
114,local,8,causal relationship,,Why did the woman behind tell the king to kill the wolf?,implicit,The man made for him.,The man was a wolf.,The man looked dangerous.,,,,
115,local,9,causal relationship,,Why did the king take the wolf to the queen?,implicit,The king wanted the wolf to watch the baby.,The king thought the wolf could serve him.,The wolf could prevent his child from being stolen.,,,,
116,summary,"9,10",character,,Who was in the chimney?,implicit,the kidnapper,the one that took the king's other eleven children,,,,,
117,local,10,causal relationship,,Why did the king believe the dog did not eat his child?,implicit,The king knew the dog.,The king trusted the dog.,,,,,
118,local,10,causal relationship,,Why did everyone say the dog ate the child?,implicit,There was blood everywhere.,They did not see the baby.,They did not see the hand.,,,,
119,local,10,causal relationship,,Why was the stranger woman missing?,implicit,She ran away.,She was guilty of taking the child.,She did not want to be caught.,,,,
120,local,11,causal relationship,,Why did everyone dislike the wolf?,implicit,He lost the child.,He did not protect the child.,They could not find the child.,,,,
121,local,11,feeling,prediction,How will the king feel when the wolf loses the child?,implicit,angry,betrayed,sad,,,,
122,summary,"11,12",feeling,prediction,How will the wolf's child feel when he sees his papa?,implicit,happy,excited,,,,,
123,local,12,causal relationship,,Why did the wolf scratch his child?,implicit,He knew the child would grab the rod.,He wanted the child to hit him with the rod.,He wanted to be human again.,,,,
124,summary,"10,13",action,,How did the man know the old hag's son was the one that took the child?,implicit,"When the man was a dog, he bit the man's hand.",The man was bitten from his wrist by a dog.,,,,,
125,summary,"9,13",character,,Who were the eight young lads and three young women?,implicit,the king's eleven missing children,the king's eleven children that were stolen,,,,,
126,local,14,causal relationship,,Why did the man turn the iron bar on the old hag's son?,implicit,to punish the son,The thief stole the eleven children of the king.,Morraha knows the yong man will bade him to give his claim.,,,,
127,summary,"14,15",causal relationship,,Why was the king crying?,implicit,for good cause,He has reunited with his children.,He found his stolen children.,,,,
128,local,15,causal relationship,,Why did the man say nothing about his wife?,implicit,She took his child.,She did ill to him.,She was wicked.,,,,
129,local,15,causal relationship,prediction,Why will Morraha never put his hand to card-playing with strangers again?,implicit,He does not want to go through so much trouble again.,He does not want to lose anything again.,He already lost a game of card-playing.,,,,
