question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
41,local,12,causal relationship,,Why did Hidesato first put the end of the arrow in his mouth?,explicit,Human saliva was deadly to centipedes.,,,,,,
42,summary,"10,12",prediction,action,How will the last arrow affect the centipede differently from the first two?,explicit,It will hurt the centipede.,It will penetrate the centipede.,,,,,
43,local,13,causal relationship,,Why did it seem as if the world was coming to an end?,implicit,The centipede was killed.,The centipede was hurt.,The arrow hit the centipede.,,,,
44,local,13,causal relationship,,Why was the Dragon King and his children and retainers all frightened to death?,explicit,The building was shaken to its foundation.,,,,,,
45,local,14,causal relationship,,Why did the Dragon King have nothing more to fear?,explicit,The centipede was dead.,,,,,,
46,local,14,feeling,,How did the Dragon King and his family feel towards the warrior?,implicit,respect,gratitude,,,,,
47,summary,"12,13,14",causal relationship,,Why was Hidesato regarded the bravest warrior in all Japan?,implicit,He killed the centipede.,He shot the centipede.,He saved the Dragon King.,,,,
48,local,14,action,,What did the family do after Hidesato killed the centipede?,explicit,came and bowed down before the warrior,,,,,,
49,summary,"8,14,15",causal relationship,,Why was the second feast more scrumptuous than the first?,implicit,Hidesato killed the centipede.,Everyone was happy that the centipede was dead.,They are celebrating Hidesato.,,,,
50,local,16,causal relationship,,Why did Hidesato insist on going home?,explicit,He had now finished what he had come to do.,,,,,,
51,local,16,action,,What did Hidesato leave with?,explicit,a few small presents,,,,,,
52,local,17,action,,How many presents were given to Hidesato?,implicit,five,,,,,,
53,local,17,character,,What did the men wear?,explicit,ceremonial robes and dragon's crowns on their heads,,,,,,
54,local,19,feeling,,How did the warrior's household feel when he did not return the night before?,explicit,concerned,,,,,,
55,local,19,feeling,,How did the servants feel when they saw the retinue of men with Hidesato?,implicit,confused,curious,,,,,
56,local,20,action,,Which gift did not have magic powers?,explicit,the bell,,,,,,
57,local,20,action,,What was special about the bag of rice?,explicit,the supply in the bag was inexhaustible,,,,,,
58,summary,"20,21",action,,What did the bag of rice and roll of silk have in common?,implicit,They never run out.,The supply was infinite.,,,,,
59,summary,"14,20,21",outcome resolution,,What happened to Hidesato because he killed the centipede?,explicit,He became very rich and prosperous,The fame of Hidesato's fortune spread far and wide.,He was henceforth known as My Lord Bag of Rice.,,,,
60,local,21,causal relationship,,Why was the saucepan economical?,explicit,It cooked deliciously whatever was wanted without any firing.,,,,,,
