question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
30,local,7,causal relationship,,Why couldn't the little page-boy stand their teasing remarks any longer?,explicit,They laughed at the food he ate.,,,implicit,They made fun of the butler and the food that he ate,He knew that if he wanted to secure the cup he must not lose anymore time,
31,local,7,outcome resolution,,What happened after the little page-boy grabbed the stem of the cup?,explicit,the ruby wine was turned to clear cold water.,,,explicit,The ruby wine was turned to clear cold water,,
32,local,7,causal relationship,,Why did the ruby wine turn into clear cold water?,implicit,The little page boy wished for water.,The little page boy wanted water.,,implicit,They boy wished it to be water,"They boy said ""I'll drink to you all in water""",
33,local,8,causal relationship,,Why didn't the little page-boy drink from the cup?,explicit,He threw the water over the candles.,,,explicit,He threw the water over the candles,,
34,local,7,feeling,,How did the little page-boy feel after the Fairies teased him?,implicit,angry,upset,mad,implicit,Angry,Upset,Hurt
35,local,8,action,,What did the little page-boy do after he threw the water over the candles?,explicit,"clasped the precious cup tightly in his arms, he sprang to the opening of the Knowe",,,explicit,"Then, clasping the precious cup tighly in his arms, he sprang to the opening of the Knowe",,
36,summary,"7, 8",prediction,feeling,How will the Fairies feel after the little page-boy threw water over the candles?,implicit,angry,mad,furious,explicit,They were wild with rage,,
37,local,8,action,,What did the Fairies do after the little page-boy took the cup?,implicit,chased him,ran after him,,implicit,Chase after him,Run after him,
38,local,8,feeling,,How did the little page-boy feel after he realized the Fairies were chasing him?,implicit,scared,concerned,worried,implicit,Very afraid,Scared for his life,
39,local,9,outcome resolution,,What happened after the little page-boy believed he could not escape?,implicit,A mysterious voice helped him.,A mysterious voice told him where to go.,,implicit,"A voice said ""If you would gain the Castle door, Keep to the black stones on the shore""",,
40,local,9,character,,Who had been taken prisoner by the Fairies and did not want a like fate to befall the adventurous page-boy?,explicit,a poor mortal,,,explicit,Some poor mortal,,
41,local,9,causal relationship,,Why did the little page-boy run to the shore?,explicit,A voice told him.,He heard this story before.,,explicit,"He had once heard that if anyone walked on the wet sands, where the waves had come over them, the Fairies could not touch him",,
42,local,10,outcome resolution,,What happened after the little page-boy reached the shore?,explicit,He was safe from the Fairies.,He escaped from the Fairies.,,explicit,The little Fold could go no step further,,
43,local,10,feeling,,How did the Fairies feel after the little page-boy reached the shore?,implicit,angry,upset,,explicit,Rage and disappointment,,
44,local,10,causal relationship,,Why couldn't the Fairies chase after the little page-boy anymore?,implicit,He walked on the wet sands.,He reached the wet sands.,,implicit,He was protected by the wet sand,,
45,local,10,action,,What did the little page-boy do before the Fairies were about to lay hands on him?,explicit,"jumped across the water-mark on to the firm, wet sand",,,explicit,"He jumped across the water-mark on to the firm, wet sand",,
46,local,10,action,,What did the little page-boy do after he escaped from the Fairies?,explicit,"ran safely along the shore, his precious cup in his arms, and climbed lightly up the steps in the rock and disappeared through the postern",,,explicit,"Ran safey along the shore, his precious cup in his arms and climbed lightly up the steps in the rock and disappeared through the Postern",,
47,local,10,action,,What did the little page-boy do many years later?,explicit,"had grown up and become a stately butler, who trained other little page-boys to follow in his footsteps",,,explicit,"Become a stately butler, who trained other little page-boys",,
