question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
77,local,16,action,,What did the youngest Princess need to do to stay at the old washerwoman's house?,explicit,wash a white mantle that the Black Knight of Norroway had brought to her,,,,,,
78,local,16,character,,Who was an exceeding great and powerful Prince?,explicit,Black Knight of Norroway,,,,,,
79,summary,"16, 17",prediction,feeling,How will the youngest Princess feel after she heard about the Black Knight of Norroway?,implicit,excited,happy,glad,,,,
80,local,17,causal relationship,,Why did the Black Knight of Norroway turn into a Black Bull?,explicit,The Black Knight chanced to have a spell thrown over him.,,,,,,
81,local,17,action,,What did the Black Knight of Norroway need to do to regain his true form?,explicit,"fight with, and overcome, a mighty Spirit of Evil that lived in a dark glen",,,,,,
82,local,17,causal relationship,,Why was the Black Knight of Norroway's mind clouded at times?,implicit,He lost his maiden.,He could not find his maiden.,,,,,
83,local,17,outcome resolution,,What happened after the youngest Princess washed the mantle?,explicit,"As soon as she put it into water the stains vanished, and it became as white and clean as when it was new.",,,,,,
84,local,17,prediction,feeling,How will the old woman feel after the youngest Princess washes out the stains?,explicit,delighted,,,,,,
85,local,18,causal relationship,,Why did the old woman advise the Princess to go to bed early?,explicit,She wanted her daughter to get the credit of washing it.,,,,,,
86,local,18,causal relationship,,Why did the Black Knight of Norroway try to finish a miaden who could wash his mantle?,explicit,It had been revealed to him by a wise woman that she who could make it white and clean was destined to be his wife.,,,,,,
87,local,18,character,,Who did the Black Knight of Norroway believe washed the mantle?,explicit,the washerwoman's daughter,,,,,,
88,local,19,feeling,,How did the youngest Princess feel after she heard the Black Knight was going to marry someone else?,implicit,sad,upset,,,,,
89,local,19,prediction,outcome resolution,What will happen after the youngest Princess becomes distressed?,implicit,She will think about the apple.,She will remember to use the apple.,,,,,
90,local,19,outcome resolution,,What happened after the youngest Princess broke the apple?,explicit,It was filled with the most beautiful precious stones that she had ever.,,,,,,
91,summary,"19, 20",causal relationship,,Why did the youngest Princess offer the precious stones to the washerwoman?,implicit,The youngest Princess needed to bribe her.,The youngest Princess wanted to delay the wedding.,,,,,
92,local,20,causal relationship,,Why did the washerwoman accept the youngest Princess's offer?,explicit,It would make her rich for life.,,,,,,
93,local,20,action,,What did the old washerwoman do after she took the youngest Princess's offer?,explicit,She had made up her mind that she would give the Black Knight a sleeping-draught.,,,,,,
94,local,20,causal relationship,,Why did the old washerwoman give the Black Knight a sleeping-draught?,explicit,It would effectually prevent him as much as speaking to this strange maiden.,,,,,,
95,local,21,action,,What did the youngest Princess do when she came into the Black Knight's apartment?,explicit,"watched all through the long hours by his bedside, singing this song to him in the hope that he would awake and hear it",,,,,,
96,local,21,causal relationship,,Why did the youngest Princess sing to the Black Knight?,explicit,in the hope that he would awake and hear it,,,,,,
97,local,21,causal relationship,,Why didn't the Black Knight listen to the youngest Princess?,implicit,The old washerwoman used a potion on him.,The potion made sure he would not wake up.,,,,,
98,local,21,action,,What did the youngest Princess do after the Black Knight wouldn't wake up?,explicit,broke open the pear,,,,,,
99,local,22,causal relationship,,Why did the youngest Princess bribe the old woman again?,implicit,The Black Knight did not wake up last night.,She wanted another chance to talk to the Black Knight.,,,,,
100,summary,"21, 22",prediction,outcome resolution,What will happen after the youngest Princess tries to talk to the Black Knight on the second night?,implicit,He will not wake up.,She will fail to wake him up.,,,,,
101,local,23,causal relationship,,Why did the youngest Princess almost lose hope?,explicit,"There was only the plum remaining now, and if that failed her last chance had gone.",,,,,,
102,local,23,feeling,,How did the Princess feel after she realized she only had one chance left?,implicit,anxious,nervous,,,,,
103,local,23,action,,What did the youngest Princess do after she failed to wake up the Black Knight on the second night?,explicit,"broke the plum open, and found inside another collection of precious stones",,,,,,
104,local,23,causal relationship,,Why was the Black Knight tired of waiting for his wedding?,implicit,His wedding was getting delayed.,The washerwoman delayed the wedding.,,,,,
105,local,23,character,,Who heard the youngest Princess sing at night?,explicit,an old huntsman,,,,,,
106,local,24,action,,What did the Black Knight do after the washerwoman left to fetch some honey?,explicit,jumped out of bed and poured it all out of the window,,,,,,
107,local,24,causal relationship,,Why did the Black Knight pretend to drink the sleeping-draught of spiced ale?,implicit,The huntsman told him to not drink it.,The Black Knight wanted to hear the singing.,,,,,
108,local,25,outcome resolution,,What happened after the Black Knight stayed awake at night?,explicit,"He heard the Princess enter his room, and listened to her plaintive little song.",,,,,,
109,local,25,feeling,,How did the Black Knight feel after he found the youngest Princess?,implicit,happy,glad,excited,,,,
110,local,25,causal relationship,,Why did the Black Knight become angry at the washerwoman and her daughter?,implicit,They lied to him.,They hid the truth from him.,,,,,
111,local,25,action,,What did the Black Knight do after he heard the whole story?,explicit,ordered them to leave the country at once,,,,,,
