question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
19,local,5,causal relationship,,Why did the widowed Mistress make a rash promise?,implicit,She was too happy that her pig was going to be saved.,She was too focus on helping her pig.,,implicit,The old woman could ask for anything in return,,
20,local,5,action,,What did the Old Woman do after the widowed Mistress made a promise to her?,explicit,walked straight into the pig-sty,,,explicit,Walked straight into the pig-sty,,
21,local,6,action,,What did the Old Woman do while she looked at the dying creature?,explicit,rocked to and fro and muttering to herself,,,explicit,Mutter to herself,,
22,local,6,action,,What did the Old Woman take out of her pocket?,explicit,a tiny bottle,,,explicit,A tiny bottle,,
23,local,6,outcome resolution,,"What happened after the Old Woman touched the pig on the snout, ears, and tail?",implicit,The pig was cured.,The pig was healthy again.,,explicit,The beast jumped,,
24,summary,"6, 7",prediction,feeling,How will the widowed Mistress feel after the Old Woman cures her pig?,explicit,joyful,,,implicit,Relieved,Joyful,
25,local,7,causal relationship,,Why did the widowed Mistress feel joyful after the Old Woman cured her pig?,explicit,She felt that her rent was safe.,,,explicit,She felt that her rent was safe,,
26,local,7,action,,What did the widowed Mistress want to do to show her gratitude?,explicit,kiss the hem of the strange Lady's green gown,,,explicit,She would have kissed the hem of the strange Lady's green gown,,
27,local,7,causal relationship,,Why didn't the Old Woman allow the widowed Mistress to kiss the hem of her gown?,implicit,They needed to focus on their bargain.,She wanted her reward.,,explicit,She wanted to stick to the bargain,,
28,local,7,action,,What did the Old Woman ask for in return?,explicit,her son,,,explicit,The son,,
29,local,7,feeling,,How did the widowed Mistress feel after she needed to give her son to the Old Woman?,implicit,sad,surprised,upset,implicit,Very sad,Scared,Helpless
30,local,7,causal relationship,,Why did the poor widow give a piteous cry?,implicit,The Old Woman was a wicked fairy.,She did not expect for the Old Woman to take her son.,,explicit,The Green-clad Lady was a fairy,,
31,local,7,action,,What did the widowed Mistress do after the Old Woman demanded to take her son?,explicit,"prayed, and beseeched, and begged for mercy",,,explicit,Gave a piteous cry,,
32,local,8,action,,What did the widowed Mistress need to do to keep her son?,implicit,find out the Old Woman's name,figure out the Old Woman's name,,explicit,Find out the fairy's name,,
33,local,8,causal relationship,,Why couldn't the Old Woman take the son immediately?,explicit,She had to follow the laws of Fairy-land.,She could only take him after three days.,,explicit,By the laws of the Fairy-land,,
34,local,8,action,,What did the widowed Mistress do after the Old woman disappeared?,explicit,fell down in a dead faint beside the stone,,,explicit,Fall down in a dead faint beside the stone,,
35,summary,8,prediction,action,What will the widowed Mistress do the next day?,explicit,"sit in her kitchen and cry, and hug her baby tighter in her arms",,,explicit,"Nothing but sit in her kitchen and cry, and hug her baby",,
36,local,9,action,,What did the widowed Mistress hear while she went for a walk?,explicit,the whirr of a spinning-wheel and the sound of a voice lilting a song,,,explicit,The whir of a spinning-wheel,,
37,local,8,setting,,Where did the widowed Mistress go during her walk?,explicit,in the fir wood behind the house,,,explicit,The fir wood behind the house,,
38,local,9,feeling,,How did the widowed Mistress feel after she heard a sound during her walk?,implicit,surprised,amazed,astonished,explicit,Astonishment,,
39,local,9,causal relationship,,Why did the widowed Mistress lay down her child at the tree root?,implicit,She wanted to find where the sound came from.,She was curious where the sound came from.,,implicit,To investigat the noise in the Quarry,,
40,local,9,action,,What did the widowed Mistress do after she laid down her son?,explicit,crept noiselessly through the bushes on her hands and knees to the edge of the hole and peeped over,,,explicit,Creep noiselessly torugh the bushes on her hands and knees,,
41,local,9,setting,,Where did the widowed Mistress find the cruel Fairy?,explicit,at the bottom of the quarry,,,explicit,At the bottom of the quarry,,
42,local,9,action,,What did the cruel Fairy do at the bottom of the quarry?,explicit,spun away,,,explicit,Spinning away as fast as she could at a tiny spinning-wheel,,
43,local,9,action,,How did the widowed Mistress find out the Old Woman's name?,implicit,The Old Woman revealed her name in a song.,The Old Woman revealed her secret in a song.,,implicit,The fairy sang a song with her name in it,,
44,local,9,character,,What is the cruel Fairy's name?,explicit,Whippety-Stourie,,,explicit,Whippety-Stourie,,
45,summary,"8, 9",causal relationship,,Why did the widowed Mistress almost cry aloud for joy?,explicit,"She had learned the Fairy's secret, and her child was safe.",,,explicit,She had learned the fairy's secret,,
46,local,10,causal relationship,,Why did the widowed Mistress crept softly back to the place where she had left her child?,implicit,She was worried the Old Woman heard her.,She was worried that the Old Woman would throw some spell at her.,,explicit,In case the wicked old dame would hear her and throw some other spell over her,,
47,local,10,causal relationship,,"Why was the widowed Mistress singing, laughing, and tossing her child in the air?",implicit,She found out the Old Woman's name.,She did not have to give up her son.,,explicit,She had learned the fairy's secret,,
48,local,10,action,,What did the widowed Mistress want to do before she let the Old Woman know about her name?,explicit,tease the Fairy for a few minutes,,,explicit,Tease the fairy for a few minutes,,
49,local,11,action,,What did the widowed Mistress do after she saw the Old Woman coming up the hill?,explicit,"crumpled up her nice clean cap, and screwed up her face, and pretended to be in great distress and to be crying bitterly",,,explicit,"Crumpled up her nice clean cap, and screwed up her face, and preteneded to be in great distress",,
50,local,12,action,,What did the widowed Mistress want to give to the Old Woman instead of her son?,explicit,the pig,,,explicit,The pig,,
51,local,12,causal relationship,,Why didn't the Old woman want to take the pig?,implicit,She did not eat bacon.,She did not need the pig.,,explicit,She had no need of bacon,,
52,local,12,causal relationship,,What did the widowed Mistress offer after the Old Woman declined the pig?,explicit,herself,,,explicit,Take herself,,
53,local,12,feeling,,How did the Old Woman feel after the widowed Mistress offered herself?,implicit,astonished,surprised,amazed,explicit,Astonishment,,
54,local,12,causal relationship,,Why didn't the Old Woman want to take the widowed Mistress?,implicit,The widowed Mistress was not pretty.,The widowed Mistress had no beauty.,,explicit,"She was a plain-looking, red-eyed, dowdy wife",,
55,summary,"12, 13",causal relationship,,Why didn't the widowed Mistress tease the Old Woman anymore?,implicit,The widowed Mistress became angry at her.,The widowed Mistress got mad.,,implicit,She got mad at the Old woman,The Old woman's tone made her angry,
56,local,13,outcome resolution,,What happened after the widowed Mistress revealed the Old Woman's name?,implicit,She jumped into the air.,She became angry.,She ran away.,explicit,"The Old Woman ran down the brae, shrieking with rage and disappointment",,
