question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
33,local,10,setting,,Where did the bannock escape to after running away from the smith?,explicit,a farmhouse,,,explicit,A farmhouse,,
34,local,11,causal relationship,,Why did the Janet's husband want to eat the bannock?,explicit,It looked rare and good.,,,explicit,It looks rare and good to eat,,
35,local,11,feeling,,How did the Janet's husband feel when it saw the bannock?,explicit,surprised,,,implicit,Hungry,Excited,
36,local,11,action,,What did Janet and her husband want to do with the bannock?,implicit,split the bannock in half,catch the bannock,,implicit,Split it in half and share it,,
37,local,11,action,,What did the Janet throw at the bannock after it dodged behind a chair?,explicit,her heckle,,,explicit,Her heckle,,
38,local,12,setting,,Where did the bannock escape to after running away from the farmhouse?,explicit,a little cottage standing among the heather,,,explicit,A little cottage,,
39,summary,"12, 13",prediction,action,What will Jock do when his wife sees the bannock?,implicit,try to find the bannock,search for the bannock in their house,,implicit,Help her catch it,,
40,local,13,causal relationship,,Why did the Jock fall?,explicit,"Jock ran into the dark corner behind the chair; but, in his hurry, he tripped and fell.",,,explicit,He tripped and fell,,
41,local,13,setting,,Where did the bannock escape to after running away from Jock and his wife?,explicit,a shepherd's cottage on the other side,,,explicit,A shepherd's cottage,,
42,summary,"3, 10, 13",causal relationship,,Why did the bannock always run to the fire in the houses?,implicit,It wanted to warm itself.,,,implicit,It was cold,,
43,local,13,causal relationship,,Why did the shepherd and his wife want to catch the bannock?,implicit,They wanted to eat the bannock with their porridge.,The bannock would be good with their porridge.,,implicit,To eat it with porridge,,
44,local,14,action,,What did the shepherd throw at the bannock?,explicit,his bonnet,,,explicit,His bonnet,,
45,local,15,causal relationship,,Why did the Goodman want to catch the bannock?,implicit,He did not have enough to eat at supper.,His supper was not enough.,,implicit,He did not eat enough for dinner,He was still hungry,
46,local,15,causal relationship,,Why did the Goodman go home?,explicit,He was feeling cold without his coat.,,,explicit,He was feeling cold without his coat,,
47,local,15,causal relationship,,Why didn't the Goodman have his coat when he was chasing the bannock?,implicit,He threw it on the bannock.,He used to catch the bannock.,,explicit,The goodman threw his coat right on top of the little bannock,,
48,local,16,setting,,Where did the bannock fall into?,explicit,a fox's hole,,,explicit,A fox's gole,,
49,local,16,causal relationship,,Why did the bannock fall into the fox's hole?,explicit,It was so dark that it never saw that there was a fox's hole there.,,,explicit,It was so dark,,
50,local,16,outcome resolution,,What happened after the bannock fell into the fox's hole?,implicit,The fox ate the bannock.,The fox chewed on the bannock.,,implicit,The fox ate the bannock,The bannock was eaten by the fox,
