question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
39,local,12,prediction,character,Who will tell Maidwa the manner in which he must proceed to accomplish his journey?,explicit,the one Maidwa will see after one of the old man's fellow old men,,,,,,
40,local,12,outcome resolution,action,What did Maidwa and the old man do after their talk?,explicit,slept,,,,,,
41,local,12,action,,What did the old man order his magic kettle to do?,explicit,prepare breakfast,,,,,,
42,local,13,causal relationship,,Why did Maidwa travel with a light heart?,explicit,He expected to meet the one who was to give him directions how to proceed to get the Red Swan.,,,,,,
43,local,13,action,,What did Maidwa notice was different about the kettle?,explicit,"It would make a passing remark, or sing a little tune for itself.",,,,,,
44,local,14,character,,Who is the Red Swan?,explicit,the daughter of a magician,,,,,,
45,local,14,action,,What did the chief's daughter request?,explicit,the magician's wampum-cap,,,,,,
46,local,14,prediction,outcome resolution,What will happen after the daughter sees the wampum-cap?,explicit,The daughter will recover.,,,,,,
47,local,14,outcome resolution,,What happened after the magician took the wampum-cap off?,explicit,The crown of his head was bare and bloody.,,,,,,
48,local,15,outcome resolution,prediction,What will happen to Maidwa if he catches the Red Swan?,explicit,He will receive the Red Swan as his reward.,,,,,,
49,local,15,action,,How would Maidwa know if he had reached the magician's lodge?,explicit,by the groans he would hear far over the prairie,,,,,,
50,local,15,action,,What did the old man say would happen if the magician was satisfied with Maidwa's answers?,explicit,The magician would urge Maidwa to attempt the recovery of his scalp.,,,,,,
51,local,15,action,,What did the magician do when he supposed it was time?,explicit,invited Maidwa to help himself,,,,,,
52,local,17,character,,Who made the rustling noise Maidwa heard?,explicit,the Red Swan,,,,,,
53,local,17,outcome resolution,,What happened after Maidwa ate and laid aside his leggings and moccasins?,explicit,"The old magician commenced telling him how he had lost his scalp, the insults it was receiving, the pain he suffered thereby, his wishes to regain it, the many unsuccessful attempts that had already been made, and the numbers and power of those who retained it.",,,,,,
54,local,17,action,,What did the magician ask Maidwa about?,explicit,"Maidwa's dreams, or what he saw in his sleep",,,,,,
55,local,18,action,,How would the magician know if Maidwa was successful?,explicit,when the magician heard the ka-kak cries of the hawk,,,,,,
56,local,18,action,,What did the magician have to do when he heard the hawk?,explicit,prepare his head and lean it out through the door,,,,,,
57,local,18,action,,What did Maidwa hear in the afternoon?,explicit,the shouts of a great many people,,,,,,
58,local,19,setting,,Where did Maidwa perceive a post and something waving at its top?,explicit,in the middle of the plain,,,,,,
59,local,19,action,,What did Maidwa change himself into?,explicit,a humming-bird,,,,,,
60,local,19,causal relationship,,Why were the Indians screaming?,explicit,the scalp was moving away,,,,,,
61,local,19,causal relationship,,Why did Maidwa moved the scalp off heavily?,explicit,the weight was almost too great for him to bear up,He changed himself into the down that floated lightly on the air.,,,,,
62,local,20,causal relationship,,Why did the magician place his head outside the lodge as soon as he head the ka-kak cry?,explicit,He remembered the instructions of Maidwa.,,,,,,
63,local,20,action,,What did Maidwa do when he saw the magician?,explicit,gave the magician a severe blow on the head with the wampum scalp,,,,,,
64,local,20,outcome resolution,,What happened to the magician after his crown was restored?,explicit,His strength returned and in a little while he rose and stood upon his feet.,glittered with life,,,,,
65,local,21,action,,What did the magician bestow upon Maidwa?,explicit,"ample presents of wampum, fur, robes, and other costly things",,,,,,
66,local,21,feeling,,How did Maidwa feel when the magician never alluded to the Red Swan?,explicit,regret,,,,,,
67,local,22,outcome resolution,,What happened after the curtain of the lodge parted?,explicit,The Red Swan met Maidwa's gaze.,,,,,,
68,local,22,character,,Who was the magician's sister?,explicit,the Red Swan,,,,,,
69,local,23,action,,What did the old men each give Maidwa?,explicit,a present,,,,,,
70,local,23,feeling,,How did Maidwa and the Red Swan feel when they looked on the beautiful country over?,explicit,joy,,,,,,
71,summary,"22,23",action,,What did Maidwa notice was missing when he visited the old men's lodges?,explicit,the kettle,,,,,,
71,local,24,action,,What was the chief's daughter doing when Maidwa and the Red Swan arrived?,explicit,engaged in coloring a girdle,,,,,,
73,local,25,action,,What was one of the bags filled with?,explicit,"various costly articles--wampum, robes, and trinkets, of much richness and value",,,,,,
74,local,25,character,,Who had thought to have got this chief's daughter for a wife?,explicit,a foolish fellow,,,,,,
75,local,25,causal relationship,,Why did the foolish fellow want to kill Maidwa?,explicit,He thought to have got this chief's daughter for a wife.,,,,,,
76,local,26,action,,What did the chief inform Maidwa?,explicit,"Maidwa's brothers had been to their town in search of him, but that they had gone back some time before, having given up all hopes of ever seeing him again.",,,,,,
77,local,27,outcome resolution,,What happened after Maidwa gave the old chief presents?,explicit,The pretender jumped up in a passion.,,,,,,
78,local,27,action,,How did the chief subdue the pretender?,explicit,He took his great war-club and tapped this clownish fellow upon the head.,,,,,,
79,local,27,outcome resolution,prediction,What will the pretender do after being subdued?,explicit,go out and tell stories to the old women,,,,,,
80,local,28,setting,,"Where did Maidwa, the chief, and the families of the chief go to find game in abundance?",explicit,hunting grounds,,,,,,
81,local,28,action,setting,What did Maidwa and his friends come in sight of after several days' travel?,explicit,his home,,,,,,
82,local,29,character,,Who presented so curious a figure that Maidwa could not keep from laughing?,explicit,Jeekewis,,,,,,
83,local,29,feeling,,How did the eldest brother feel when he recognized Maidwa?,explicit,joy,,,,,,
84,local,29,action,,What did Maidwa say he brought for his brothers?,explicit,each of them a wife,,,,,,
85,summary,"29,30",outcome resolution,,What happened after Jeekewis learned that Maidwa brought women?,explicit,Jeekewis began to wash himself.,,,,,,
86,local,31,character,,Who prepared the supper?,explicit,the kettles,,,,,,
87,local,32,causal relationship,,Why did the two brothers begin to look dark upon Maidwa?,explicit,"Maidwa took from the medicine-sack their deceased father's magic arrows, especially that one was lost.",,,,,,
88,local,32,causal relationship,,Why was Maidwa surprised with the buffalos?,explicit,The buffalos addressed him as human beings.,,,,,,
89,summary,"32,33",setting,,Where did Maidwa meet the buffalos?,explicit,a place where a living man has never before been,,,,,,
90,local,33,outcome resolution,prediction,What will happen when Maidwa returns to his tribe?,explicit,Maidwa will find the magic arrow at the lodge-door.,,,,,,
91,local,33,setting,,Where was the place of the wicked?,explicit,the dark cloud,,,,,,
92,local,34,action,,What did Maidwa hear the brothers fight over?,explicit,the possession of Maidwa's wife,,,,,,
93,local,34,feeling,,How did Maidwa feel when he heard his brothers fighting?,explicit,shameful,sorrow,,,,,
94,local,34,outcome resolution,,What happened after the brothers repented their wrong?,explicit,The silent kettle straightway served them up so hearty and wholesome a meal.,The frisky little kettle was so joyful and danced about so merrily.,,,,,
95,local,33,outcome resolution,prediction,What will happen once Maidwa finds the magic arrow at the lodge-door?,explicit,Maidwa will live to a very old age and die happily.,Maidwa will go no further in these adobes of the buffalos.,,,,,
96,local,2,causal relationship,,Why did the brothers say they could not part with the eldest?,implicit,They loved him.,They had no other relations.,The eldest raised them.,,,,
97,summary,"2,3",causal relationship,,Why did Maidwa feel something red linger the air all around him?,implicit,He broke the agreement.,He hunted an animal he was not allowed to kill.,He skinned the bear.,,,,
98,local,4,prediction,feeling,How will Maidwa feel about not being able to hunt the swan?,implicit,angry,unhappy,defeated,,,,
99,local,5,causal relationship,,Why did Maidwa believe that there was no wrong now?,implicit,The arrows were bequeathed to him by his father.,He was going to use them to catch the Red Swan.,He was already doing wrong in trying to catch the Red Swan.,,,,
100,summary,"5,6",prediction,feeling,How will Maidwa feel when the arrows strike the bird?,implicit,proud,triumphant,victorious,,,,
101,summary,"5,6",causal relationship,,Why did Maidwa believe he could hunt the Red Swan?,implicit,He had magic arrows.,He could run fast.,He,,,,
102,summary,"4,5,6,7",causal relationship,,Why did Maidwa bent on success in pursuit of the swan?,implicit,The Red Swan was beautiful.,The Red Swan was hard to hunt.,Maidwa wanted to show his brothers that he was the best hunter.,,,,
103,summary,"6,7",causal relationship,,Why did Maidwa walk towards the lodges of a large village?,implicit,It was night.,He had fasted since he had left home.,He had been running all day.,,,,
104,local,8,causal relationship,,Why did it displease Maidwa when the daughter took some time before she reached for the moccasins?,implicit,He wanted to leave.,He wanted to look for the Red Swan.,He did not ask her to mend his moccasins.,,,,
105,local,8,causal relationship,,Why did the chief's daughter call Maidwa a fool?,implicit,She thought he could not catch the Red Swan.,He treated her poorly.,She did not want him to look for the Red Swan.,,,,
106,local,10,action,prediction,What will Maidwa do when he accepts the old man's invitation?,implicit,eat,dry his things,rest,,,,
107,summary,"9,10",causal relationship,,Why did Maidwa think the old man did not know he was standing near the door?,implicit,The old man was warming his back before the fire.,The old man had his head down.,The old man was not looking at the door.,,,,
108,summary,"10,11",feeling,prediction,How will Maidwa feel towards the old man's kindness?,implicit,thankful,grateful,honored,,,,
109,summary,"10,11,12",causal relationship,,Why did Maidwa set forth in better spirits than at any time since he had started?,implicit,He was well-rested.,He had satisfied his hunger.,He was given instructions by the old man.,,,,
110,summary,"12,13",prediction,action,What will happen when Maidwa meets the second and third old men?,implicit,The old men will feed Maidwa.,The old men will tell Maidwa where to go.,The old men will invite Maidwa into their lodge.,,,,
111,local,14,causal relationship,,Why was it dangerous to pursue the Red Swan?,implicit,The Red Swan was the daughter of a magician.,The magician valued the Red Swan more than anything.,Many have sought the Red Swan and never returned.,,,,
112,local,14,prediction,feeling,How will the magician feel when people make sport of the unhappy scalp?,implicit,hurt,embarrassed,unhappy,,,,
113,local,17,causal relationship,,Why did Maidwa listen to the magician with solemn attention?,implicit,He wanted to know where the Red Swan was.,The magician treated him well.,The magician told him the story of how he lost his scalp.,,,,
114,local,18,prediction,feeling,How will the magician feel when he hears the correct dream?,implicit,happy,pleased,excited,,,,
115,summary,"19,20",action,prediction,What will the Indians do when they see the scalp moving away?,implicit,try to catch it,follow Maidwa,,,,,
116,local,20,causal relationship,,Why did Maidwa turn into a hawk?,implicit,to escape the Indians,to call the magician to get ready,to let the magician know he had the scalp,,,,
117,local,20,prediction,feeling,How will Maidwa feel when the scalp is placed on his head?,implicit,pain,happy,excited,,,,
118,local,21,causal relationship,,Why did Maidwa constrain his feelings?,implicit,The magician never alluded to the Red Swan.,The magician was very happy about his scalp.,The magician already bestowed him ample presents.,,,,
119,summary,"16,21",causal relationship,,Why did the magician and Maidwa form a strong attachment to each other?,implicit,Maidwa gave the magician his scalp back.,The magician was grateful towards Maidwa.,The magician received Maidwa kindly.,,,,
120,local,22,feeling,prediction,How will Maidwa feel towards the Red Swan?,implicit,awe,in love,surprised,,,,
121,local,22,action,prediction,What will Maidwa do to the Red Swan?,implicit,marry her,make her his wife,,,,,
122,summary,"24,25",feeling,prediction,How will the chief's daughter feel when she sees Maidwa and the Red Swan as a couple?,implicit,jealous,unhappy,discontent,,,,
123,summary,"24,25",causal relationship,,Why did the chief's daughter ignore Maidwa and the Red Swan?,implicit,She was jealous of them as a couple.,She felt betrayed by Maidwa.,,,,,
124,summary,"25,26,27",action,prediction,What will happen when Maidwa visits the next town?,implicit,Maidwa will receive the chief's daughter.,Maidwa will give the chief one of the presents.,Someone will want to kill Maidwa.,,,,
125,local,29,causal relationship,,Why were the brothers upset?,implicit,They could not find Maidwa.,They thought they lost Maidwa forever.,They gave up looking for Maidwa.,,,,
126,summary,"29,30",feeling,prediction,How will the brothers feel about Maidwa giving them wives?,implicit,thankful,pleased,ashamed,,,,
127,local,32,feeling,prediction,How will Maidwa feel when his brothers reproach him for losing a magic arrow?,implicit,guilty,sad,unhappy,,,,
